InputID,MasterFrame,ID,Mag,Magerr,RA,Decl,FWHM,Var,FrameID,MJD,airmass,exposure,X,Y,Flux,Area,Flags,Theta,Elong,MuMax,Blend
8713-9102,1138034070836,13013113803421044831,14.317321,0.0550756885771423,118.85541,39.18609,3.14,0,13013113803421,56323.3095586109,1.03,30,94.509,3597.94,70029.203125,260,2,86.4,1.149,4.89,0
8713-9102,1138034070836,13013113803431046468,14.330199,0.0549707777558306,118.85535,39.18615,3.1,0,13013113803431,56323.3153897105,1.03,30,76.699,3637.18,71792.703125,265,2,76.9,1.176,4.86,0
8713-9102,1138034070836,13013113803441047419,14.272045,0.054757489582639,118.85542,39.18619,2.97,0,13013113803441,56323.3210809724,1.04,30,106.775,3636.42,75619.703125,284,2,70.5,1.114,4.85,0
8713-9102,1138034070836,13020713803411054292,14.336495,0.0550750691831197,118.85534,39.18616,3.19,0,13020713803411,56330.2265577894,1.01,30,67.098,3618.05,70039.398438,292,2,81.5,1.085,5.07,0
8713-9102,1138034070836,13020713803421052488,14.323931,0.0550346078709391,118.85537,39.18617,3.36,0,13020713803421,56330.2317398959,1.01,30,64.28,3593.55,70710.898438,310,2,81.6,1.143,4.95,0
8713-9102,1138034070836,13020713803431053145,14.342382,0.0551132695327092,118.85535,39.18622,3.31,0,13020713803431,56330.2368666553,1.01,30,44.549,3634.63,69415.296875,310,2,76.6,1.134,5.02,0
8713-9102,1138034070836,13020713803441054137,14.327682,0.0550863261284297,118.85535,39.18619,3.25,0,13020713803441,56330.2420439003,1.01,30,75.165,3634.42,69854.5,311,2,78.9,1.14,5.01,0
8713-9102,1138034070836,13021813803411051122,14.311265,0.0538185735704782,118.85539,39.18609,3.11,0,13021813803411,56341.1772882639,1.03,40,88.611,3609.94,97492.796875,314,2,79.3,1.108,5.2,0
8713-9102,1138034070836,13021813803421051226,14.321604,0.0538410600276673,118.85538,39.18611,3.16,0,13021813803421,56341.1834508449,1.03,40,87.548,3586.66,96847.398438,288,2,69.2,1.142,5.17,0
8713-9102,1138034070836,13021813803431052206,14.326003,0.0538589885334087,118.85535,39.18616,3.07,0,13021813803431,56341.1896480786,1.02,40,68.294,3628.12,96338,287,2,82.5,1.083,5.06,0
8713-9102,1138034070836,13021813803441052247,14.314864,0.0538202719162907,118.85538,39.18615,3.07,0,13021813803441,56341.195779051,1.01,40,96.735,3627.55,97443.796875,295,2,84.9,1.117,5.07,0
8713-9102,1138034070836,13030513803411050722,14.335547,0.0551579700759691,118.85539,39.18618,3.14,0,13030513803411,56356.1545568402,1.01,30,77.94,3619.62,68696.898438,306,2,82.6,1.138,5.06,0
8713-9102,1138034070836,13030513803421050535,14.340337,0.0551809737875206,118.85534,39.18616,3.17,0,13030513803421,56356.1643385878,1.01,30,71.165,3595.38,68332.101562,294,2,83.3,1.114,5,0
8713-9102,1138034070836,13030513803431050465,14.355038,0.0552352755271,118.85534,39.18615,3.23,0,13030513803431,56356.1742376043,1.01,30,48.413,3637.06,67483.898438,296,2,85.3,1.154,5.14,0
8713-9102,1138034070836,13030513803441050796,14.353773,0.0552129789715869,118.85536,39.18614,3.26,0,13030513803441,56356.1841167244,1.01,30,75.123,3635.95,67830,308,2,79.7,1.127,5.07,0
8713-9102,1138034070836,13041713803411047434,14.313918,0.0550442732433609,118.85533,39.18615,3.3,0,13041713803411,56399.140815787,1.09,30,58.075,3605,70549.5,244,2,74.6,1.129,4.61,0
8713-9102,1138034070836,13041713803421047343,14.328139,0.055109608281028,118.85536,39.18619,3.33,0,13041713803421,56399.1482054167,1.11,30,60.387,3579.94,69474.703125,243,2,86.4,1.112,4.63,0
8713-9102,1138034070836,13041713803431046815,14.340929,0.0551758860560485,118.85537,39.18612,3.38,0,13041713803431,56399.1554297339,1.13,30,42.313,3619.33,68412.5,253,2,80.4,1.081,4.55,0
8713-9102,1138034070836,13041713803441048074,14.307956,0.0550631308591074,118.8554,39.18619,3.23,0,13041713803441,56399.1627377085,1.15,30,73.77,3617.89,70236.398438,252,2,68.6,1.18,4.72,0
8713-9102,1138034070836,13051913803411039659,14.310088,0.0555233406323909,118.85533,39.18611,3.3,0,13051913803411,56431.1536238659,1.61,30,55.454,3616.78,63268.601562,201,2,73.3,1.042,4.34,0
8713-9102,1138034070836,13051913803421039905,14.34354,0.0556959457204807,118.85535,39.18615,3.14,0,13051913803421,56431.1586767361,1.66,30,53.089,3594.02,60952.101562,193,2,87.2,1.142,4.48,0
8713-9102,1138034070836,13051913803431038643,14.334075,0.0556717865318872,118.85534,39.18613,3.44,0,13051913803431,56431.16376147,1.72,30,33.725,3634.47,61267.601562,191,2,83.7,1.132,4.14,0
8713-9102,1138034070836,13051913803441038343,14.310072,0.0556015622950495,118.85531,39.18626,3.23,0,13051913803441,56431.1688416665,1.78,30,65.71,3634.94,62200.601562,206,0,73.5,1.142,4.31,0
8713-9102,1138034070836,13090613803441053263,14.533321,0.0571012667072102,118.85483,39.186,4.52,0,13090613803441,56541.4851859026,1.73,30,12.158,3769.09,46427.101562,173,2,-89.3,1.256,4.75,0
8713-9102,1138034070836,13091713803421051205,14.614196,0.0568676255913856,118.85466,39.18602,5.28,0,13091713803421,56552.4787305556,1.5,30,10.489,3605.43,48409.898438,164,2,89.5,1.237,5.02,0
8713-9102,1138034070836,13091713803441053308,14.273732,0.0552837043686798,118.85523,39.18605,3.24,0,13091713803441,56552.4854839235,1.45,30,28.132,3647.1,66742.398438,295,2,83,1.156,4.98,0
8713-9102,1138034070836,13100213803421055088,14.216622,0.0545312990758331,118.85547,39.18606,3.08,0,13100213803421,56567.4912812845,1.19,30,12.051,3604.65,80072.296875,285,2,-87.8,1.369,5.38,0
8713-9102,1138034070836,13100213803441054082,14.239326,0.0546038460023657,118.85534,39.186,3.14,0,13100213803441,56567.5060447799,1.14,30,26.722,3623.16,78596.703125,297,2,77.6,1.132,5.24,0
8713-9102,1138034070836,13102713803411049027,14.332623,0.0594858397440538,118.85527,39.18603,3.07,0,13102713803411,56592.4137496413,1.23,30,77.375,3614.75,32106,91,2,-68,1.305,3.43,0
8713-9102,1138034070836,13102713803421047773,14.24025,0.0574313707917105,118.85542,39.18587,3.21,0,13102713803421,56592.4193494907,1.21,30,76.911,3602.73,43851.199219,137,0,-87.4,1.2,3.85,0
8713-9102,1138034070836,13102713803431047528,14.253632,0.0569674933273273,118.85513,39.18605,3.12,0,13102713803431,56592.4249493056,1.19,30,68.556,3620.48,47545.101562,165,2,-84,1.181,3.99,0
8713-9102,1138034070836,13102713803441048503,14.238927,0.0575850993673652,118.85497,39.18602,3.48,0,13102713803441,56592.4305542363,1.17,30,88.491,3620.27,42733.199219,133,2,88.2,1.142,3.59,0
8713-9102,1138035069301,5120213803511041730,14.299626,0.0548960767192048,118.85534,39.1862,3.22,0,5120213803511,53706.3893202315,1.05,30,4001.18,3683.31,73094.898438,302,0,72.8,1.163,5.1,0
8713-9102,1138035069301,5120213803521039469,14.255599,0.0553515037171307,118.85537,39.18627,2.96,0,5120213803521,53706.3995794212,1.03,30,4004.74,3656.58,65727.296875,300,0,-88.8,1.26,5.07,0
8713-9102,1138035069301,5120213803531040549,14.333938,0.054863343377185,118.85531,39.18622,3.42,0,5120213803531,53706.4103044909,1.02,30,4015.03,3680.23,73678.203125,308,0,83.1,1.143,5.05,0
8713-9102,1138035069301,5120213803541042193,14.334109,0.0548634775046555,118.85528,39.18619,3.22,0,5120213803541,53706.4217691897,1.01,30,3992.22,3674.27,73675.796875,304,2,72.9,1.152,5.21,0
8713-9102,1138035069301,5120813803511041991,14.293764,0.0548214856762135,118.85529,39.1862,3.18,0,5120813803511,53712.325160984,1.17,30,3993.48,3696.08,74435.703125,280,0,75.2,1.161,5.09,0
8713-9102,1138035069301,5120813803521041345,14.285692,0.0547674731398134,118.85529,39.18616,3.16,0,5120813803521,53712.3321740623,1.14,30,4000.05,3672.23,75432.898438,307,0,79.2,1.16,5.06,0
8713-9102,1138035069301,5120813803531041124,14.285839,0.0548287000743243,118.8554,39.18617,3.21,0,5120813803531,53712.3392322799,1.12,30,4010.18,3695.11,74304.203125,304,0,76.2,1.16,4.97,0
8713-9102,1138035069301,5120813803541041570,14.279543,0.0547866048842122,118.85534,39.18617,3.23,0,5120813803541,53712.3462448958,1.1,30,3990.34,3692.93,75077.101562,304,0,77.3,1.136,5.02,0
8713-9102,1138035069301,5122113803511036766,14.335966,0.0548740188385658,118.85529,39.18619,3.32,0,5122113803511,53725.4088337962,1.01,30,3993.03,3592.59,73487.101562,273,0,70.9,1.184,4.78,0
8713-9102,1138035069301,5122113803521036629,14.3336,0.0548676504910158,118.85529,39.18621,3.15,0,5122113803521,53725.4164985302,1.01,30,3995.46,3573.51,73601,271,0,77.8,1.183,4.83,0
8713-9102,1138035069301,5122113803531036476,14.29755,0.0547425190181402,118.85528,39.18625,3.21,0,5122113803531,53725.4241692941,1.02,30,4007.94,3598.51,75901.296875,276,0,76.1,1.168,4.83,0
8713-9102,1138035069301,5122113803541035656,14.340269,0.0549022254496869,118.85526,39.18624,3.28,0,5122113803541,53725.431812604,1.03,30,3985.05,3594.46,72986.203125,263,0,73.1,1.206,4.72,0
8713-9102,1138035069301,5123013803511043499,14.326018,0.0547986042384693,118.85528,39.18621,3.18,0,5123013803511,53734.2958923262,1.08,30,3975.33,3654.6,74855.398438,330,2,79.2,1.196,5.18,0
8713-9102,1138035069301,5123013803521043085,14.314619,0.0547546700917343,118.85533,39.18637,3.19,0,5123013803521,53734.3029428008,1.07,30,3979.63,3632.5,75672.601562,338,0,-85.5,1.315,5.25,0
8713-9102,1138035069301,5123013803531043200,14.2967,0.0546869178851838,118.85535,39.18635,3.24,0,5123013803531,53734.3099884028,1.05,30,3989.44,3657.37,76962.898438,342,0,-84.6,1.289,5.18,0
8713-9102,1138035069301,5123013803541043093,14.320966,0.0547614448378484,118.85535,39.18631,3.13,0,5123013803541,53734.3170699999,1.04,30,3967.62,3655.33,75545.601562,332,0,-88.2,1.227,5.2,0
8713-9102,1138035069301,5110313803511045356,14.298816,0.0551825197672563,118.85535,39.18628,2.9,0,5110313803511,53677.4244598728,1.15,30,3984.95,3704.58,68307.703125,322,0,-82.5,1.3,5.21,0
8713-9102,1138035069301,5110313803521032611,14.299383,0.0579730574738018,118.85532,39.18614,3.05,0,5110313803521,53677.4322414002,1.13,30,3985.57,3686.04,40116.898438,214,0,71.4,1.205,4.48,0
8713-9102,1138035069301,5110313803531040523,14.332054,0.0563300603754936,118.85525,39.18618,2.93,0,5110313803531,53677.4400021993,1.11,30,3994.57,3710.29,53561.5,274,0,80.9,1.203,4.93,0
8713-9102,1138035069301,5110313803541036355,14.343568,0.0575871517103096,118.85524,39.18613,2.97,0,5110313803541,53677.4479682176,1.09,30,3972.38,3707,42718.601562,226,0,74.6,1.184,4.63,0
8713-9102,1138035069301,5111113803511044503,14.299508,0.0548547304001284,118.85529,39.18631,3.37,0,5111113803511,53685.4485461922,1.05,30,3970.73,3628.24,73833,337,0,-88.8,1.276,5.19,0
8713-9102,1138035069301,5111113803521042820,14.337994,0.0550046713516396,118.85529,39.18625,3.32,0,5111113803521,53685.4550301968,1.04,30,3972.61,3607.8,71214.796875,306,0,73.3,1.154,5.12,0
8713-9102,1138035069301,5111113803531043401,14.291319,0.0548665784442289,118.85537,39.18639,3.5,0,5111113803531,53685.4616293749,1.03,30,3982.9,3633.87,73620.203125,335,0,-86.9,1.257,5.14,0
8713-9102,1138035069301,5111113803541028391,14.295327,0.0609496686067821,118.85532,39.18612,3.26,0,5111113803541,53685.4683026159,1.02,30,3958.06,3628.37,26633,171,0,73.1,1.207,3.95,0
8713-9102,1138035069301,5111313803511036898,14.342845,0.054970603018033,118.8554,39.18623,3.38,0,5111313803511,53687.4157486921,1.1,30,4007.52,3675.77,71795.703125,247,0,72.6,1.191,4.55,0
8713-9102,1138035069301,5111313803521036825,14.301012,0.0547969117686853,118.85536,39.18625,3.08,0,5111313803521,53687.4217682062,1.09,30,4007.96,3656.66,74886.601562,272,0,68,1.222,4.8,0
8713-9102,1138035069301,5111313803531036698,14.352895,0.0549954348409759,118.85522,39.18618,3.15,0,5111313803531,53687.4278454743,1.07,30,4019.4,3682.52,71371.5,254,0,68.9,1.217,4.71,0
8713-9102,1138035069301,5111313803541037346,14.306109,0.0548043027644836,118.85535,39.18617,3.42,0,5111313803541,53687.4340420719,1.06,30,3994.88,3677.79,74750.5,258,0,67.6,1.131,4.68,0
8713-9102,1138035069301,5100313803511040769,14.319509,0.0555182129292501,118.85531,39.18613,2.93,0,5100313803511,53646.4702972919,1.32,30,3974.84,3714.66,63339.699219,279,0,72.3,1.162,5.07,0
8713-9102,1138035069301,5100313803521041041,14.300828,0.055421423762157,118.85529,39.18611,2.89,0,5100313803521,53646.478484734,1.28,30,3977.83,3696.63,64707.601562,279,0,75.7,1.179,5.04,0
8713-9102,1138035069301,5100313803531040596,14.31573,0.0554808337603476,118.85538,39.18619,3.01,0,5100313803531,53646.4866846758,1.24,30,3988.59,3721.94,63862.101562,282,0,77.3,1.141,4.99,0
8713-9102,1138035069301,5100313803541041512,14.286328,0.0553718139618085,118.85527,39.18608,3,0,5100313803541,53646.4948875117,1.21,30,3967.69,3719,65428.300781,295,0,78.9,1.2,5.11,0
8713-9102,1138035069301,5102813803511040605,14.310141,0.0552636480598894,118.85527,39.1862,2.99,0,5102813803511,53671.3892312846,1.4,30,3962.48,3710.33,67047.796875,290,0,76.1,1.202,5.06,0
8713-9102,1138035069301,5102813803521041018,14.29378,0.0552913632777025,118.85533,39.18615,3.17,0,5102813803521,53671.3951613312,1.36,30,3964.3,3687.03,66626.398438,288,0,74.7,1.179,4.97,0
8713-9102,1138035069301,5102813803531041201,14.279698,0.0548677844212181,118.85537,39.18634,3.2,0,5102813803531,53671.4011187963,1.33,30,3976.84,3712.06,73598.601562,316,0,-86.1,1.276,5.12,0
8713-9102,1138035069301,5102813803541041810,14.26933,0.054912476260581,118.85534,39.18637,3.31,0,5102813803541,53671.4070636574,1.3,30,3954.37,3709.21,72805.601562,308,0,-81.6,1.315,5.05,0
8713-9102,1138035069301,6042913803511036474,14.302282,0.0553847750854474,118.85531,39.18622,3.26,0,6042913803511,53854.1627297336,1.23,30,4009.37,3610.87,65238.699219,271,0,66.5,1.188,4.81,0
8713-9102,1138035069301,6042913803521034483,14.30374,0.0553945585306449,118.85528,39.18612,3.37,0,6042913803521,53854.1692580669,1.27,30,4009.22,3592.61,65096.199219,273,0,74.4,1.18,4.72,0
8713-9102,1138035069301,6042913803531035272,14.327311,0.0555190343491322,118.85535,39.18614,3.22,0,6042913803531,53854.1757414932,1.3,30,4021.41,3618.86,63328.300781,274,0,69.5,1.13,4.88,0
8713-9102,1138035069301,6042913803541033047,14.323111,0.0555001023641351,118.85528,39.1862,3.75,0,6042913803541,53854.1822300116,1.33,30,3995.96,3617.03,63591.898438,269,0,73.4,1.165,4.52,0
8713-9102,1138035069301,6122013803511045315,14.309575,0.054505869437758,118.85534,39.18623,3.75,0,6122013803511,54089.316159016,1.1,30,4041.7,3721.11,80600.703125,312,0,75.6,1.162,4.8,0
8713-9102,1138035069301,6122013803521040843,14.335077,0.0552242542863844,118.8555,39.1861,3.93,0,6122013803521,54089.3233542824,1.08,30,4041.9,3697.98,67654.601562,282,2,75,1.143,4.59,0
8713-9102,1138035069301,6122013803531041177,14.341111,0.0550653805619632,118.85534,39.1861,3.96,0,6122013803531,54089.3305120487,1.07,30,4031.2,3720.49,70199.203125,287,2,80.8,1.136,4.63,0
8713-9102,1138035069301,6122013803541041983,14.336791,0.0549251249578595,118.8554,39.18618,3.82,0,6122013803541,54089.3376584607,1.05,30,4054.09,3717.33,72583.796875,296,0,75.6,1.16,4.76,0
8713-9102,1138035069301,6020413803511037357,14.326177,0.0550978238918086,118.85529,39.18621,3.26,0,6020413803511,53770.1591454977,1.2,30,4006.47,3688.7,69666.5,287,0,81.1,1.179,4.92,0
8713-9102,1138035069301,6020413803521037928,14.322557,0.0549746893915129,118.85541,39.18633,3.62,0,6020413803521,53770.1669404516,1.17,30,4008.83,3662.16,71725.601562,316,0,-89.3,1.302,4.8,0
8713-9102,1138035069301,6020413803531041408,14.311462,0.0548704497323097,118.85536,39.1863,3.35,0,6020413803531,53770.1747628241,1.14,30,4021.34,3688.89,73550.898438,316,0,89.2,1.26,4.87,0
8713-9102,1138035069301,6020413803541040826,14.336363,0.0549928301016848,118.85526,39.18623,3.26,0,6020413803541,53770.1826209724,1.12,30,4002.12,3683.54,71415.796875,304,0,77.4,1.168,4.94,0
8713-9102,1138035069301,6022213803511036631,14.328626,0.0559095962415616,118.85532,39.18612,3.42,0,6022213803511,53788.1287404629,1.13,30,3993.23,3688.06,58277.898438,265,0,80.8,1.186,4.67,0
8713-9102,1138035069301,6022213803521036925,14.349572,0.0559035602932824,118.85524,39.18619,3.54,0,6022213803521,53788.1352713425,1.11,30,3993.16,3669.98,58350.699219,272,0,77.9,1.154,4.53,0
8713-9102,1138035069301,6022213803531037507,14.342652,0.0557381437605097,118.85529,39.18624,3.25,0,6022213803531,53788.1421340741,1.1,30,4004.69,3695.32,60407.601562,280,0,87.4,1.208,4.81,0
8713-9102,1138035069301,6022213803541040704,14.353531,0.0556801092026285,118.85531,39.18613,3.19,0,6022213803541,53788.1487075463,1.08,30,3981.76,3691.67,61158.601562,270,0,74.5,1.194,4.84,0
8713-9102,1138035069301,6010613803511040851,14.305755,0.0547040353708986,118.85542,39.18632,3.77,0,6010613803511,53741.2991233333,1.04,30,3992.36,3668.53,76633.398438,347,0,-88.1,1.297,5.11,0
8713-9102,1138035069301,6010613803521040967,14.337553,0.0548218802962161,118.85527,39.18615,3.28,0,6010613803521,53741.3062314466,1.03,30,3994.35,3647.5,74428.5,334,0,78.6,1.186,5.21,0
8713-9102,1138035069301,6010613803531042841,14.335762,0.054817348213374,118.85531,39.1862,3.24,0,6010613803531,53741.3133510067,1.02,30,4004.3,3672.19,74511.296875,320,0,77.5,1.17,5.28,0
8713-9102,1138035069301,6010613803541042535,14.328167,0.0547927674401571,118.85531,39.18617,3.29,0,6010613803541,53741.3204659489,1.02,30,3981,3667.9,74963.101562,319,2,83.2,1.184,5.17,0
8713-9102,1138035069301,6012213803511038584,14.334259,0.0549956761593571,118.85528,39.18618,3.11,0,6012213803511,53757.3421465857,1.02,30,3983.36,3652.6,71367.398438,303,0,80.8,1.227,4.89,0
8713-9102,1138035069301,6012213803521039202,14.348017,0.0550636991185521,118.85535,39.18623,3.28,0,6012213803521,53757.34968956,1.03,30,3980.92,3632.76,70227,288,0,75.6,1.223,4.82,0
8713-9102,1138035069301,6012213803531041031,14.325416,0.0549634730188266,118.85518,39.18619,3.36,0,6012213803531,53757.3571758103,1.04,30,3991.37,3657.13,71918.296875,307,0,71.7,1.172,4.9,0
8713-9102,1138035069301,6012213803541038537,14.332749,0.054983192586987,118.85533,39.18615,3.26,0,6012213803541,53757.3646632177,1.05,30,3971.17,3655.16,71580.101562,293,0,70.2,1.157,4.9,0
8713-9102,1138035069301,6012713803511039167,14.313847,0.0553686178273042,118.85533,39.18629,3.22,0,6012713803511,53762.2052716669,1.12,30,3973.81,3655.49,65475.199219,304,0,-87.6,1.229,4.94,0
8713-9102,1138035069301,6012713803521037995,14.314663,0.0556686931291245,118.85516,39.18615,3.27,0,6012713803521,53762.2118605324,1.1,30,3977.49,3637.81,61308.199219,286,0,81.5,1.19,4.76,0
8713-9102,1138035069301,6012713803531042003,14.34705,0.0554681096823684,118.85538,39.18633,3.15,0,6012713803531,53762.2199475118,1.08,30,3989.47,3661.55,64041.601562,301,0,89.8,1.215,5.04,0
8713-9102,1138035069301,6012713803541040891,14.335832,0.0550138651022768,118.85524,39.18615,3.27,0,6012713803541,53762.2265016553,1.07,30,3968.16,3659.06,71059.398438,317,0,83,1.155,5.08,0
8713-9102,1138035069301,6030313803511044080,14.321524,0.0548961389550923,118.85529,39.1862,3.25,0,6030313803511,53797.2308327085,1.02,30,3985.54,3624.87,73093.796875,330,0,79.4,1.158,5.16,0
8713-9102,1138035069301,6030313803521043675,14.334161,0.0549492219667024,118.85532,39.1862,3.02,0,6030313803521,53797.2392335879,1.03,30,3985.59,3604.1,72164.398438,335,2,75.5,1.172,5.36,0
8713-9102,1138035069301,6030313803531044275,14.3087,0.0548600626199489,118.85536,39.18632,3.3,0,6030313803531,53797.2473241552,1.04,30,3996.19,3629.28,73737.101562,352,0,-84.1,1.284,5.25,0
8713-9102,1138035069301,6030313803541043886,14.358927,0.0550459960678384,118.85533,39.18617,3.08,0,6030313803541,53797.2554338193,1.05,30,3974.35,3625.54,70520.796875,323,0,69.6,1.17,5.24,0
8713-9102,1138035069301,6032513803511040339,14.298808,0.0549367930566218,118.85528,39.18623,3.17,0,6032513803511,53819.1246721526,1.01,30,3977.38,3647.98,72380.203125,289,0,73.9,1.143,5.1,0
8713-9102,1138035069301,6032513803521039825,14.309751,0.0549858988953423,118.85528,39.18615,2.81,0,6032513803521,53819.1331201503,1.01,30,3976.61,3627.91,71533.898438,296,0,74.7,1.167,5.24,0
8713-9102,1138035069301,6032513803531039304,14.284166,0.0548835442237095,118.85529,39.18621,2.97,0,6032513803531,53819.1413103705,1.01,30,3988.49,3653.31,73317.296875,293,0,81.2,1.174,5.1,0
8713-9102,1138035069301,6032513803541038625,14.300734,0.0549444513691753,118.85521,39.18619,3.14,0,6032513803541,53819.1491635302,1.01,30,3965.89,3649.28,72247.101562,283,0,75.5,1.159,5.05,0
8713-9102,1138035069301,6050613803511031973,14.315451,0.0552771132994685,118.85525,39.18612,3.27,0,6050613803511,53861.1727571413,1.39,30,3990.27,3597.65,66842.5,216,0,65.2,1.19,4.42,0
8713-9102,1138035069301,6050613803521031612,14.285004,0.0551834454275324,118.85527,39.18624,3.18,0,6050613803521,53861.1788414698,1.44,30,3991.58,3579.68,68293.101562,229,0,70.8,1.203,4.46,0
8713-9102,1138035069301,6050613803531031603,14.284619,0.055202008514255,118.8554,39.18607,3.18,0,6050613803531,53861.1847468517,1.48,30,3999.54,3605.93,68001.398438,219,0,74.7,1.084,4.45,0
8713-9102,1138035069301,6050613803541032894,14.317217,0.0553800644930503,118.85522,39.18625,3.79,0,6050613803541,53861.1909462386,1.53,30,3975.1,3604.44,65307.5,213,0,69,1.173,4.15,0
8713-9102,1138035069301,6112013803511045386,14.291253,0.0543955343950581,118.85537,39.18614,3.49,0,6112013803511,54059.3451913195,1.3,30,3966.1,3707.19,82963.5,299,2,80.9,1.148,4.97,0
8713-9102,1138035069301,6112013803521041188,14.311657,0.0544676258290708,118.85539,39.1861,3.97,0,6112013803521,54059.351287222,1.26,30,3965.25,3688.37,81406.601562,296,2,78.4,1.164,4.74,0
8713-9102,1138035069301,6112013803531042085,14.300652,0.0544237073385254,118.85538,39.18614,3.53,0,6112013803531,54059.3573827776,1.24,30,3954.05,3713.22,82349.101562,313,2,82.8,1.131,4.96,0
8713-9102,1138035069301,6112013803541044570,14.307646,0.0544342857533316,118.85538,39.18614,3.35,0,6112013803541,54059.3634721991,1.21,30,3978.98,3710.14,82120.398438,295,2,72.4,1.141,4.97,0
8713-9102,1138035069301,6102713803511045164,14.305205,0.0544191389791708,118.85542,39.18617,3.2,0,6102713803511,54035.4229406831,1.24,30,3996.81,3729.47,82448.203125,299,2,81.1,1.168,5.1,0
8713-9102,1138035069301,6102713803521043393,14.319678,0.0544629347086352,118.85538,39.18613,3.31,0,6102713803521,54035.4294828009,1.21,30,4000.62,3709.8,81506.398438,287,2,75.9,1.136,5,0
8713-9102,1138035069301,6102713803531046783,14.316239,0.0544381372085306,118.85536,39.1861,3.28,0,6102713803531,54035.4360356713,1.18,30,3990.74,3733.78,82037.398438,278,2,82.8,1.109,5.03,0
8713-9102,1138035069301,6102713803541045741,14.310135,0.0544099982826065,118.85538,39.18618,3.27,0,6102713803541,54035.4426034722,1.16,30,4012.85,3730.81,82647.101562,284,2,79.8,1.147,5.01,0
8713-9102,1138035069301,7041913803511040418,14.301666,0.0548091810625739,118.85523,39.18621,3.38,0,7041913803511,54209.1359182061,1.07,30,3992.09,3629.21,74660.898438,307,2,83.4,1.167,5.03,0
8713-9102,1138035069301,7041913803521039005,14.318302,0.0548622514731459,118.85541,39.18622,3.39,0,7041913803521,54209.1429211111,1.08,30,3992.02,3603.11,73697.796875,266,2,75.2,1.114,5,0
8713-9102,1138035069301,7041913803531038621,14.329686,0.0549127095635529,118.85537,39.18618,3.6,0,7041913803531,54209.1499244561,1.1,30,3976.83,3626.01,72801.5,269,2,77.6,1.144,4.84,0
8713-9102,1138035069301,7041913803541039062,14.306659,0.054845489175591,118.85537,39.18616,3.31,0,7041913803541,54209.1569378818,1.12,30,4002.57,3624.09,73999.703125,273,2,80.2,1.14,5.01,0
8713-9102,1138035069301,7121613803511046066,14.303253,0.0545020918594463,118.85536,39.18613,3.17,0,7121613803511,54450.3183080209,1.12,30,4043.78,3665.17,80679.703125,312,2,85,1.141,5.22,0
8713-9102,1138035069301,7121613803521046188,14.317184,0.0545520377698392,118.85538,39.18619,3.16,0,7121613803521,54450.3250199305,1.11,30,4043.77,3643.61,79645.703125,304,2,81.3,1.175,5.27,0
8713-9102,1138035069301,7121613803531046242,14.322557,0.0545641174389331,118.85535,39.18613,3.21,0,7121613803531,54450.3317039469,1.09,30,4033.07,3667.02,79399,297,2,80.2,1.12,5.24,0
8713-9102,1138035069301,7121613803541046126,14.332807,0.054588721747696,118.85541,39.18613,3.19,0,7121613803541,54450.3383729165,1.07,30,4056.53,3662.36,78900.5,297,2,81.6,1.147,5.28,0
8713-9102,1138035069301,7123113803511046825,14.323907,0.0545406435983134,118.85537,39.18614,3.36,0,7123113803511,54465.2908698842,1.09,30,4002.53,3687.78,79879.601562,297,2,68.6,1.132,5.16,0
8713-9102,1138035069301,7123113803521046337,14.331061,0.0545564666303542,118.85538,39.18613,3.22,0,7123113803521,54465.2974302778,1.07,30,4003.62,3667.4,79555.101562,306,2,82,1.078,5.26,0
8713-9102,1138035069301,7123113803531046422,14.31317,0.054493060834592,118.85536,39.18614,3.47,0,7123113803531,54465.3040097803,1.06,30,3992.81,3689.9,80869.101562,305,2,82.6,1.135,5.12,0
8713-9102,1138035069301,7123113803541041510,14.323762,0.0545308439087033,118.85524,39.18621,4.22,0,7123113803541,54465.3105979515,1.05,30,4017.1,3685.82,80081.703125,316,2,70.2,1.167,4.78,0
8713-9102,1138035069301,7020813803511036185,14.439899,0.0565937561544238,118.85538,39.1861,3.25,0,7020813803511,54139.1167887151,1.35,30,3979.31,3663.73,50923.898438,207,2,77.8,1.152,4.38,0
8713-9102,1138035069301,7020813803521039950,14.316624,0.0550605505175669,118.85535,39.18614,3.42,0,7020813803521,54139.1279855673,1.29,30,3983.1,3644.02,70279.101562,270,2,88.4,1.138,4.82,0
8713-9102,1138035069301,7020813803531040518,14.340731,0.0550670877353478,118.8554,39.18613,3.34,0,7020813803531,54139.1333757639,1.26,30,3973.08,3669.22,70171,262,2,79.4,1.151,4.93,0
8713-9102,1138035069301,7020813803541042450,14.313381,0.054620579033332,118.8553,39.18623,3.51,0,7020813803541,54139.1388068171,1.24,30,3996.34,3668.62,78262.898438,305,2,81.9,1.164,4.99,0
8713-9102,1138035069301,7022613803511036734,14.314962,0.055343524458521,118.85535,39.18614,3.12,0,7022613803511,54157.1705980209,1.03,25,3985.3,3655.4,65845.398438,227,2,73.3,1.143,4.67,0
8713-9102,1138035069301,7022613803521032918,14.298954,0.0552922493693127,118.85538,39.18616,3.45,0,7022613803521,54157.1798121413,1.02,25,3990.24,3633.88,66613,245,2,89,1.115,4.49,0
