InputID,MasterFrame,ID,Mag,Magerr,RA,Decl,FWHM,Var,FrameID,MJD,airmass,exposure,X,Y,Flux,Area,Flags,Theta,Elong,MuMax,Blend
12088-3701,1112122063998,12110611212231050449,14.119212,0.0535141790528343,348.41878,14.02122,4.69,0,12110611212231,56237.1468742363,1.06,40,262.263,3971.89,107003,243,2,89.7,1.162,5.2,0
12088-3701,1112122063998,12110611212241047249,14.122651,0.0535024135441873,348.41885,14.0212,5.39,0,12110611212241,56237.15551772,1.06,40,288.122,3970.68,107402,228,2,-87.4,1.133,5.07,0
12088-3701,1112122063998,13010511212211047015,14.094431,0.0545112597641081,348.41883,14.0212,4.56,0,13010511212211,56297.0877813771,1.3,30,234.706,3947.8,80488.203125,218,2,84.1,1.232,5.1,0
12088-3701,1112122063998,13010511212221047547,13.983254,0.0541433868375894,348.41865,14.02169,6.54,0,13010511212221,56297.0944610187,1.34,30,232.805,3923.66,88828.101562,229,2,80.1,1.329,4.93,0
12088-3701,1112122063998,13010511212231046609,14.048256,0.0543773324417288,348.41879,14.0212,4.9,0,13010511212231,56297.1011432987,1.39,30,214.766,3962.77,83364.601562,235,2,73.5,1.199,4.97,0
12088-3701,1112122063998,13010511212241046658,14.097667,0.0545601588531602,348.4188,14.02124,4.38,0,13010511212241,56297.1079000114,1.43,30,248.865,3962.11,79479.703125,206,2,81.9,1.24,4.94,0
12088-3701,1112122063998,13011811212211042572,14.094139,0.0545522235816112,348.41874,14.0212,4.14,0,13011811212211,56310.0798880439,1.5,30,272.738,3951.12,79641.898438,191,2,84.8,1.204,4.65,0
12088-3701,1112122063998,13011811212221043310,13.987788,0.0542025417851948,348.41861,14.02167,6.6,0,13011811212221,56310.0852785762,1.54,30,271.415,3927.7,87390.296875,214,2,77.6,1.307,4.62,0
12088-3701,1112122063998,13011811212231042522,13.995475,0.0542439874519123,348.41866,14.02172,6.39,0,13011811212231,56310.0903275576,1.6,30,253.343,3967.97,86406.296875,200,0,80.9,1.344,4.61,0
12088-3701,1112122063998,13011811212241042798,14.087806,0.0545775395404019,348.41876,14.02114,4.65,0,13011811212241,56310.0953680324,1.65,30,283.287,3966.67,79126.398438,186,2,86,1.153,4.62,0
12088-3701,1112122063998,13060811212211042237,13.996443,0.0537782160915031,348.41864,14.02166,6.58,0,13060811212211,56451.4200575928,1.54,40,329.802,3961.03,98669.601562,257,2,80.8,1.25,4.98,0
12088-3701,1112122063998,13060811212221043982,14.013187,0.0538227456659582,348.41858,14.02171,6.59,0,13060811212221,56451.4275497686,1.48,40,325.498,3936.66,97372.5,246,2,82.7,1.307,4.9,0
12088-3701,1112122063998,13060811212231046616,13.969072,0.053661226286475,348.41862,14.02165,6.64,0,13060811212231,56451.4350640279,1.42,40,304.482,3977.67,102221,252,2,83,1.344,5.06,0
12088-3701,1112122063998,13060811212241048078,13.991664,0.0536884307197875,348.41862,14.02172,6.8,0,13060811212241,56451.4426460418,1.37,40,333.157,3977.57,101376,256,2,82.4,1.347,5.12,0
12088-3701,1112122063998,13061711212211037816,13.994861,0.0545774998044578,348.41862,14.02166,6.66,0,13061711212211,56460.403119097,1.48,30,322.333,3950.85,79127.203125,232,0,83.4,1.304,4.81,0
12088-3701,1112122063998,13061711212221038362,13.982474,0.0545292141419258,348.41863,14.0217,6.49,0,13061711212221,56460.4098808798,1.42,30,317.852,3927.42,80115.398438,234,0,79.2,1.29,4.87,0
12088-3701,1112122063998,13061711212231042555,14.095772,0.0549587154414074,348.41877,14.02123,4.45,0,13061711212231,56460.4167414121,1.37,30,299.153,3967.24,72000.296875,209,2,-85,1.171,4.92,0
12088-3701,1112122063998,13061711212241042230,14.069511,0.0548537143786178,348.41877,14.02124,5.3,0,13061711212241,56460.4235806828,1.33,30,329.156,3967.28,73851.296875,216,2,-87.8,1.183,4.92,0
12088-3701,1112122063998,13090311212211050744,14.096525,0.0552287876988783,348.41868,14.02115,3.98,0,13090311212211,56538.3358074306,1.06,30,275.407,3924,67584.296875,225,2,-85.3,1.214,5.05,0
12088-3701,1112122063998,13090311212221047483,14.11135,0.0552818523607095,348.41872,14.02116,3.98,0,13090311212221,56538.3403114816,1.07,30,278.461,3896.98,66770.5,224,2,-87.2,1.186,5.11,0
12088-3701,1112122063998,13090311212231046652,13.987979,0.0547480420242563,348.41858,14.02164,6.81,0,13090311212231,56538.3447256251,1.07,30,262.266,3934.95,75797.203125,239,0,84.6,1.289,4.95,0
12088-3701,1112122063998,13090311212241047368,14.106409,0.0552225350040529,348.41875,14.0212,5.42,0,13090311212241,56538.3491729512,1.07,30,298.772,3930.76,67681.296875,221,2,-89,1.159,4.95,0
12088-3701,1112122063998,13091511212211038352,14.095409,0.054870203856126,348.41853,14.02157,6.75,0,13091511212211,56550.2137819906,1.17,30,219.481,3965.8,73555.296875,176,0,80.1,1.364,4.39,0
12088-3701,1112122063998,13091511212221038741,14.14597,0.0550704567880065,348.4187,14.02113,4.86,0,13091511212221,56550.2187484377,1.16,30,221.87,3939.89,70115.398438,181,2,86.5,1.184,4.56,0
12088-3701,1112122063998,13091511212231038118,14.143333,0.0550387292787736,348.41866,14.02111,4.5,0,13091511212231,56550.2238371414,1.14,30,206.249,3977.5,70642,198,2,80,1.199,4.45,0
12088-3701,1112122063998,13091511212241037939,14.229639,0.0553589506473551,348.41864,14.02111,4,0,13091511212241,56550.2288666782,1.13,30,241.42,3975,65617.398438,172,2,88.7,1.204,4.54,0
12088-3701,1112122063998,13092611212211051055,14.135007,0.0544307370654672,348.41869,14.02121,4.27,0,13092611212211,56561.3006144906,1.09,30,320.443,3922.93,82197,217,2,-82.7,1.18,5.14,0
12088-3701,1112122063998,13092611212221051506,14.098219,0.0543144700213209,348.41871,14.02123,4.99,0,13092611212221,56561.3081189469,1.11,30,323.842,3909.81,84775.5,213,2,86.1,1.176,5.12,0
12088-3701,1112122063998,13092611212231051695,14.11374,0.0543647409871249,348.41865,14.02121,4.85,0,13092611212231,56561.3155960878,1.12,30,315.396,3925.66,83644,219,2,82.9,1.138,5,0
12088-3701,1112122063998,13092611212241051425,14.000768,0.053997268900041,348.41854,14.02168,6.75,0,13092611212241,56561.3230176391,1.14,30,340.804,3923.35,92557.203125,244,2,86.2,1.312,5.06,0
12088-3701,1112122063998,13100111212211046509,14.15117,0.0564097378302411,348.41872,14.02119,4.08,0,13100111212211,56566.3327418521,1.22,20,308.341,3919.91,52740.5,208,2,84.9,1.141,4.91,0
12088-3701,1112122063998,13100111212221047433,14.116596,0.0562429055634243,348.41876,14.02121,4.57,0,13100111212221,56566.3368082756,1.24,20,308.054,3906.69,54484.699219,206,2,-84.3,1.17,4.89,0
12088-3701,1112122063998,13100111212231047463,14.079975,0.0560806360570053,348.41877,14.02121,4.81,0,13100111212231,56566.3409016553,1.25,20,297.903,3922.83,56277.300781,214,2,78.8,1.132,4.85,0
12088-3701,1112122063998,13100111212241044342,14.129551,0.0563354100079838,348.41867,14.02113,4.63,0,13100111212241,56566.3450113774,1.27,20,320.584,3921.87,53505.699219,215,2,83.7,1.153,4.87,0
12088-3701,1112122063998,13101111212211051759,14.082459,0.0543602114025783,348.41874,14.02114,5.02,0,13101111212211,56576.2145720604,1.06,30,264.327,3943.14,83744.898438,227,2,86,1.236,5.08,0
12088-3701,1112122063998,13101111212221050971,14.12132,0.0544828621043829,348.41868,14.02117,4.92,0,13101111212221,56576.2195038195,1.06,30,264.849,3924.88,81083.898438,214,2,83.8,1.168,5.09,0
12088-3701,1112122063998,13101111212231047372,13.980906,0.0540131469777169,348.41855,14.02164,6.77,0,13101111212231,56576.2245310303,1.06,30,251.737,3943.16,92139.203125,261,2,82,1.31,4.97,0
12088-3701,1112122063998,13101111212241051127,14.117752,0.0544781152530939,348.41873,14.02114,4.26,0,13101111212241,56576.2295587384,1.06,30,272.781,3941.92,81184.203125,235,2,88,1.174,5.08,0
12088-3701,1112122063998,13102211212211038338,14.032965,0.0542762011818723,348.41874,14.02113,4.95,0,13102211212211,56587.2668319559,1.19,30,269.491,3929.1,85654.398438,217,2,80.9,1.218,4.69,0
12088-3701,1112122063998,13102211212221039174,14.111432,0.0545536453307166,348.41875,14.02114,4.16,0,13102211212221,56587.2723717247,1.21,30,268.492,3916.99,79612.796875,187,2,85.5,1.204,4.64,0
12088-3701,1112122063998,13102211212231038665,14.072989,0.054434716828214,348.41868,14.02123,5.59,0,13102211212231,56587.277915868,1.23,30,257.592,3934.77,82111.101562,197,2,87,1.243,4.59,0
12088-3701,1112122063998,13102211212241037847,13.981804,0.054115372018486,348.41852,14.02165,6.88,0,13102211212241,56587.2834702199,1.25,30,279.552,3934.93,89523.101562,202,0,84.6,1.339,4.58,0
12089-6104,1115122029516,5120711512211014176,14.095301,0.0542584819077046,351.84151,15.41031,3.45,0,5120711512211,53711.052003345,1.06,30,3312.69,1886.44,86066.601562,235,2,-77.4,1.286,4.47,0
12089-6104,1115122029516,5120711512221014168,14.133949,0.054414626250021,351.84148,15.41035,3.56,0,5120711512221,53711.0600320948,1.05,30,3311.55,1868.1,82546.296875,284,2,-71,1.354,4.91,0
12089-6104,1115122029516,5120711512231014632,14.107243,0.0543101213156468,351.84149,15.41034,3.46,0,5120711512231,53711.0680476618,1.05,30,3321.63,1890.59,84874.601562,294,2,-58.4,1.193,4.95,0
12089-6104,1115122029516,5120711512241014520,14.098567,0.0542789869332187,351.84151,15.41036,3.62,0,5120711512241,53711.0760809258,1.04,30,3300.31,1887.19,85589.898438,318,2,-71.4,1.259,5,0
12089-6104,1115122029516,5070311512211016165,14.117858,0.0546323510420504,351.84149,15.41034,3.39,0,5070311512211,53554.4261006597,1.16,30,3303.92,1955.26,78029.5,336,2,-64,1.163,5.38,0
12089-6104,1115122029516,5070311512221017210,14.106327,0.0546046004097098,351.84151,15.41034,3.08,0,5070311512221,53554.4326264467,1.14,30,3312.74,1958.88,78581.601562,334,2,-72.3,1.261,5.5,0
12089-6104,1115122029516,5070311512231016504,14.122384,0.0546347035256869,351.84148,15.41037,3.29,0,5070311512231,53554.4392605671,1.13,30,3296.64,1956.81,77983,345,2,-66.6,1.262,5.4,0
12089-6104,1115122029516,5070311512241017009,14.126681,0.0546501623935649,351.8415,15.41033,3.23,0,5070311512241,53554.4458674998,1.11,30,3306.88,1955.37,77678.601562,328,2,-70.6,1.193,5.4,0
12089-6104,1115122029516,5070911512211017657,14.123942,0.0546239620739088,351.8415,15.41033,3.3,0,5070911512211,53560.3812700464,1.29,30,3320.09,1959.3,78195.703125,300,2,-74.1,1.207,5.2,0
12089-6104,1115122029516,5070911512221018243,14.083949,0.0544700504949385,351.84147,15.41037,3.07,0,5070911512221,53560.3882532637,1.25,30,3324.96,1957.44,81355.101562,342,2,-70.9,1.189,5.26,0
12089-6104,1115122029516,5070911512231018497,14.124505,0.0545167688373987,351.84147,15.41033,3.08,0,5070911512231,53560.39523625,1.22,30,3312.02,1956.41,80373.5,311,2,-68.8,1.238,5.32,0
12089-6104,1115122029516,5070911512241018643,14.129129,0.0545238678628902,351.84152,15.41039,3.03,0,5070911512241,53560.4022846413,1.19,30,3322.95,1953.42,80226.101562,309,2,-68.1,1.157,5.41,0
12089-6104,1115122029516,5110311512211018140,14.109486,0.0544653121008659,351.84145,15.41034,3.02,0,5110311512211,53677.1450650808,1.05,30,3285.6,1931.99,81455.796875,348,2,-59.1,1.324,5.35,0
12089-6104,1115122029516,5110311512221018118,14.097668,0.0544409905447839,351.84149,15.41035,2.99,0,5110311512221,53677.1525659142,1.05,30,3283.22,1913.06,81976,346,2,-68.5,1.301,5.47,0
12089-6104,1115122029516,5110311512231017683,14.131321,0.054531913544236,351.84149,15.41035,3.18,0,5110311512231,53677.1600783216,1.05,30,3291.51,1935.86,80059.601562,344,2,-62.1,1.252,5.34,0
12089-6104,1115122029516,5110311512241018661,14.099379,0.0544290018655074,351.84146,15.41035,2.95,0,5110311512241,53677.1675824076,1.04,30,3275.23,1934.32,82234.5,370,2,-66.4,1.21,5.49,0
12089-6104,1115122029516,5113011512211015951,14.099109,0.0544502635563398,351.84147,15.41032,3.56,0,5113011512211,53704.1617831946,1.12,30,3315.68,1885.41,81777,359,2,-59.1,1.356,5.17,0
12089-6104,1115122029516,5113011512221015188,14.12122,0.0545210044445467,351.8415,15.41035,3.74,0,5113011512221,53704.1693811342,1.14,30,3317.77,1867.91,80285.5,347,2,-60.6,1.23,5.21,0
12089-6104,1115122029516,5113011512231015733,14.105201,0.0544810674152508,351.84152,15.41033,3.62,0,5113011512231,53704.1771270139,1.17,30,3331.4,1892.84,81121.796875,353,2,-63.5,1.277,5.19,0
12089-6104,1115122029516,5113011512241016354,14.116889,0.0545257887411563,351.84146,15.41031,3.32,0,5113011512241,53704.1850101622,1.2,30,3310.8,1890.84,80186.296875,344,2,-64.9,1.269,5.4,0
12089-6104,1115122029516,5100611512211017785,14.11358,0.0551383286964153,351.84152,15.41035,2.98,0,5100611512211,53649.1842099307,1.12,30,3298.73,1921.41,69011,330,2,-69.1,1.266,5.22,0
12089-6104,1115122029516,5100611512221017736,14.112443,0.0551258949196258,351.84147,15.41033,2.78,0,5100611512221,53649.1907387269,1.1,30,3301.07,1903.01,69211.101562,339,2,-68.5,1.249,5.46,0
12089-6104,1115122029516,5100611512231017681,14.094334,0.0550518571333998,351.84149,15.41042,2.84,0,5100611512231,53649.1972383563,1.09,30,3305.88,1927.11,70423.296875,339,2,-71.1,1.195,5.43,0
12089-6104,1115122029516,5100611512241017721,14.092244,0.0550784185819083,351.84148,15.41032,2.84,0,5100611512241,53649.2037376389,1.08,30,3287.47,1925.01,69984.296875,338,2,-65.3,1.192,5.42,0
12089-6104,1115122029516,5101211512211015033,14.126309,0.0548003466904858,351.84149,15.41036,2.97,0,5101211512211,53655.2631619908,1.06,30,3269.61,1884.43,74823.296875,270,2,88.9,1.049,4.93,0
12089-6104,1115122029516,5101211512221015186,14.097141,0.0546940405650623,351.84153,15.41039,2.99,0,5101211512221,53655.2679881482,1.07,30,3270.56,1867.48,76825.5,276,2,-67.9,1.21,4.94,0
12089-6104,1115122029516,5101211512231015642,14.119445,0.0547857087702545,351.84146,15.41035,2.72,0,5101211512231,53655.2728310996,1.08,30,3275.21,1891.74,75093.703125,268,2,-75.7,1.237,5.17,0
12089-6104,1115122029516,5101211512241015431,14.131598,0.0548260697455057,351.84148,15.41033,2.83,0,5101211512241,53655.2776437267,1.08,30,3259.51,1890.01,74352.101562,268,2,-73.2,1.289,5.11,0
12089-6104,1115122029516,5102811512211018040,14.117314,0.0544651428072459,351.84148,15.41035,2.88,0,5102811512211,53671.1386757754,1.09,30,3269.28,1927.08,81459.398438,325,2,-68.1,1.17,5.47,0
12089-6104,1115122029516,5102811512221017416,14.118885,0.0545151247002757,351.84152,15.41036,2.97,0,5102811512221,53671.1485482524,1.07,30,3270.77,1907.6,80407.703125,335,2,-60.6,1.237,5.33,0
12089-6104,1115122029516,5102811512231017507,14.073719,0.0544504970399659,351.84148,15.41035,2.94,0,5102811512231,53671.1584423841,1.06,30,3275.13,1930.66,81772,352,2,-64.7,1.165,5.39,0
12089-6104,1115122029516,5102811512241017804,14.10936,0.0544898368206882,351.8415,15.41036,2.97,0,5102811512241,53671.1683052545,1.05,30,3255.35,1925.81,80936.898438,327,2,-65.2,1.224,5.31,0
12089-6104,1115122029516,6121011512211017213,14.087357,0.0547440564072286,351.8415,15.41037,3.05,0,6121011512211,54079.1613190394,1.21,25,3293.54,1837.49,75872.296875,315,2,-80.4,1.155,5.17,0
12089-6104,1115122029516,6121011512221012602,14.246035,0.0580811557314669,351.84146,15.41031,3.45,0,6121011512221,54079.1670346065,1.23,25,3294.56,1826.45,39436,188,2,77.2,1.103,4.23,0
12089-6104,1115122029516,6121011512231015037,14.088942,0.0553585975961331,351.8415,15.41035,3.2,0,6121011512231,54079.1727593058,1.26,25,3289.76,1838.1,65622.601562,267,2,85.2,1.11,5.11,0
12089-6104,1115122029516,6121011512241016377,14.10262,0.0547882630546086,351.84147,15.41034,2.99,0,6121011512241,54079.1784676966,1.29,25,3301.12,1836.19,75046.398438,310,2,-76.8,1.158,5.35,0
12089-6104,1115122029516,6122611512211016238,14.124394,0.0541500235667829,351.8415,15.41034,2.98,0,6122611512211,54095.1054775463,1.16,30,3283.98,1846.48,88664.796875,281,2,-79.2,1.257,5.19,0
12089-6104,1115122029516,6011011512211013729,14.120497,0.0546036864101959,351.84148,15.41035,2.96,0,6011011512211,53745.097911655,1.32,30,3307.12,1877.41,78599.898438,225,2,-70.7,1.29,4.66,0
12089-6104,1115122029516,6011011512221013764,14.160163,0.0547706296069479,351.84143,15.41034,2.93,0,6011011512221,53745.1058897222,1.37,30,3306.61,1858.94,75374,208,2,-85.7,1.194,4.69,0
12089-6104,1115122029516,6011011512231013750,14.097681,0.0545661902747581,351.84145,15.41039,2.93,0,6011011512231,53745.1138960184,1.42,30,3316.42,1884.91,79356.796875,227,2,-76,1.164,4.61,0
12089-6104,1115122029516,6011011512241013505,14.107206,0.0546139276622124,351.84148,15.4104,3.03,0,6011011512241,53745.1218989585,1.49,30,3293.91,1882.92,78395.296875,228,2,-83,1.215,4.64,0
12089-6104,1115122029516,6072311512211013564,14.121913,0.0575829351805955,351.84152,15.41039,3.12,0,6072311512211,53939.3574191551,1.22,30,3297.79,1958.17,42748.601562,219,2,-68.5,1.191,4.74,0
12089-6104,1115122029516,6072311512221013040,14.133121,0.0583001861184273,351.84144,15.41038,3.07,0,6072311512221,53939.3606017246,1.21,30,3297.59,1950.24,38115,185,2,-80.7,1.194,4.44,0
12089-6104,1115122029516,6060411512211017139,14.077229,0.0554406508742549,351.84149,15.41034,3.04,0,6060411512211,53890.4265584489,1.72,30,3285.57,1961.16,64431.898438,318,2,-68.2,1.238,5.19,0
12089-6104,1115122029516,6060411512221017260,14.065393,0.0553486358377596,351.84154,15.41039,3.06,0,6060411512221,53890.4314122801,1.66,30,3284.37,1952.34,65769.703125,321,2,-69.9,1.256,5.16,0
12089-6104,1115122029516,6060411512231016828,14.107707,0.0554586010627291,351.84153,15.4103,3.14,0,6060411512231,53890.4362404165,1.61,30,3290.33,1964.26,64176.300781,299,2,-76.9,1.219,5.11,0
12089-6104,1115122029516,6060411512241016798,14.097544,0.0553860568254734,351.84149,15.41029,3.21,0,6060411512241,53890.4410686689,1.56,30,3282.66,1962.64,65220,317,2,-71,1.323,5.1,0
12089-6104,1115122029516,6111411512211018914,14.097404,0.0539441674201526,351.84149,15.41037,2.98,0,6111411512211,54053.1477537383,1.04,30,3269.67,1906.67,93978.796875,321,2,-67.1,1.091,5.41,0
12089-6104,1115122029516,6111411512221016992,14.118544,0.0543058601810229,351.84149,15.41037,3.01,0,6111411512221,54053.1558346991,1.05,30,3270.03,1886.6,84971.898438,308,2,-75.5,1.185,5.22,0
12089-6104,1115122029516,6111411512231018177,14.10266,0.0542067508229101,351.84147,15.41038,2.99,0,6111411512231,54053.1639433219,1.05,30,3258.38,1909.38,87289.5,332,2,-76.4,1.263,5.34,0
12089-6104,1115122029516,6111411512241019145,14.114036,0.0540200795472995,351.84147,15.41035,2.94,0,6111411512241,54053.1720551737,1.06,30,3282.55,1904.64,91957.703125,335,2,-75.3,1.126,5.45,0
12089-6104,1115122029516,6112511512211018118,14.099144,0.0540040913943037,351.84146,15.41034,2.86,0,6112511512211,54064.1602757755,1.09,30,3328.82,1867.66,92377.203125,327,2,-68.6,1.118,5.42,0
12089-6104,1115122029516,6112511512221021585,14.109613,0.0539156652443249,351.84147,15.41036,2.82,0,6112511512221,54064.1667845603,1.1,30,3328.05,1848.06,94757.203125,322,2,-62.6,1.181,5.47,0
12089-6104,1115122029516,6112511512231018077,14.094216,0.0539902426154187,351.84149,15.41041,2.84,0,6112511512231,54064.1732701734,1.12,30,3317.64,1872.04,92743.203125,326,2,-83.6,1.177,5.43,0
12089-6104,1115122029516,6112511512241018167,14.091607,0.0540042889426713,351.84149,15.41038,2.92,0,6112511512241,54064.1798244328,1.13,30,3341.14,1868.54,92372,331,2,-77.6,1.157,5.44,0
12089-6104,1115122029516,6102011512211017372,14.089216,0.0538928615895374,351.8415,15.41036,3.02,0,6102011512211,54028.2694609608,1.11,30,3316.41,1851.54,95387.898438,324,2,89.9,1.079,5.36,0
12089-6104,1115122029516,6102011512221017677,14.098816,0.0539300787017343,351.8415,15.41033,3.09,0,6102011512221,54028.2798389006,1.14,30,3314.91,1838.36,94362.203125,322,2,-89.3,1.12,5.33,0
12089-6104,1115122029516,6102011512231017686,14.093346,0.0539167091758009,351.84149,15.41032,2.99,0,6102011512231,54028.2902324768,1.17,30,3306.18,1860.01,94728.5,345,2,-69.1,1.159,5.56,0
12089-6104,1115122029516,6102011512241017363,14.098858,0.0539434335403787,351.84147,15.41036,2.94,0,6102011512241,54028.3006796413,1.21,30,3329.24,1856.32,93998.703125,311,2,-80.5,1.179,5.37,0
12089-6104,1115122029516,6103111512211014183,14.222689,0.0606767537837093,351.8415,15.41041,2.86,0,6103111512211,54039.0965224419,1.18,10,3295.42,1925.71,27527.800781,176,2,88.7,1.247,4.44,0
12089-6104,1115122029516,6103111512221013946,14.182971,0.060397226735039,351.84151,15.41037,2.95,0,6103111512221,54039.1001967013,1.16,10,3298.42,1908.02,28498.5,182,2,-90,1.269,4.58,0
12089-6104,1115122029516,6103111512231014346,14.175657,0.060322082801481,351.84153,15.41036,2.82,0,6103111512231,54039.1038659837,1.15,10,3287.26,1932.64,28769.400391,172,2,83,1.206,4.43,0
12089-6104,1115122029516,6103111512241014114,14.176042,0.0603232110169715,351.84146,15.41038,2.99,0,6103111512241,54039.1075155785,1.14,10,3308.23,1930.71,28765.300781,170,2,84.9,1.131,4.48,0
12089-6104,1115122029516,6091611512211020058,14.098378,0.0539272392463862,351.84148,15.41038,3.05,0,6091611512211,53994.2151608449,1.19,30,3270.61,1923.54,94439.796875,340,2,-78.8,1.177,5.37,0
12089-6104,1115122029516,6091611512221019998,14.090716,0.0538954518909511,351.84146,15.41041,2.92,0,6091611512221,53994.2225816897,1.17,30,3272.28,1904.15,95315.898438,348,2,-67.8,1.142,5.57,0
12089-6104,1115122029516,6091611512231019445,14.107314,0.053935678293726,351.84152,15.41036,2.98,0,6091611512231,53994.2299671294,1.14,30,3260.91,1927,94209.5,335,2,-67.9,1.103,5.55,0
12089-6104,1115122029516,6091611512241019924,14.087785,0.0538809959778059,351.84148,15.41037,2.92,0,6091611512241,53994.2373781484,1.12,30,3285.33,1923.55,95718.898438,334,2,-77.4,1.174,5.45,0
12089-6104,1115122029516,6092711512211019960,14.111472,0.0540221047280227,351.84147,15.41036,3.18,0,6092711512211,54005.238395683,1.06,30,3255.55,1905.33,91904.796875,331,2,-60.1,1.155,5.43,0
12089-6104,1115122029516,6092711512221020793,14.11585,0.0540310009902376,351.84147,15.41037,2.98,0,6092711512221,54005.2468530438,1.05,30,3256.27,1885.44,91673,346,2,-67.2,1.155,5.63,0
12089-6104,1115122029516,6092711512231019892,14.114683,0.0540148409741513,351.84148,15.41034,3.23,0,6092711512231,54005.2552949074,1.05,30,3244.41,1908.31,92094.796875,344,2,-67.8,1.136,5.43,0
12089-6104,1115122029516,6092711512241020957,14.083777,0.0539183796166327,351.84151,15.41036,3.21,0,6092711512241,54005.2637611805,1.04,30,3267.31,1904.46,94682.601562,375,2,-61.6,1.223,5.43,0
12089-6104,1115122029516,7122111512211015270,14.151872,0.0543398241844941,351.84145,15.41035,2.7,0,7122111512211,54455.0981991896,1.1,30,3252.19,1905.72,84201.601562,206,2,-87.9,1.238,4.84,0
12089-6104,1115122029516,7122111512221015777,14.131646,0.0541897271430719,351.84144,15.41036,2.63,0,7122111512221,54455.1051239469,1.12,30,3255.17,1885.5,87698.398438,227,2,-88.7,1.174,4.94,0
12089-6104,1115122029516,7122111512231015530,14.139676,0.0542086159127744,351.8415,15.41042,2.91,0,7122111512231,54455.1120821643,1.14,30,3242.09,1907.72,87244.898438,213,2,-81.6,1.155,4.9,0
12089-6104,1115122029516,7122111512241015534,14.116043,0.0541459326509529,351.84144,15.41035,2.79,0,7122111512241,54455.119015845,1.16,30,3268.63,1903.68,88765.398438,220,2,82.6,1.211,4.84,0
12089-6104,1115122029516,7011711512211015917,14.102388,0.0541715665347854,351.84148,15.41036,3.01,0,7011711512211,54117.0958230323,1.42,30,3316.9,1825.06,88138.203125,282,2,-85.6,1.124,5.29,0
12089-6104,1115122029516,7011711512221015763,14.108887,0.0542132184186735,351.84148,15.41032,3.02,0,7011711512221,54117.1006670138,1.46,30,3315.72,1807.09,87135,288,2,-79,1.223,5.19,0
12089-6104,1115122029516,7011711512231015394,14.102631,0.0541842477237757,351.84147,15.41035,3.31,0,7011711512231,54117.1055576503,1.5,30,3304.21,1832.58,87830.703125,292,2,-76.7,1.166,5.08,0
12089-6104,1115122029516,7011711512241015685,14.119476,0.0542768139709004,351.84148,15.41036,3.08,0,7011711512241,54117.1104694675,1.55,30,3327.6,1831.08,85640.203125,279,2,-83.1,1.177,5.21,0
12089-6104,1115122029516,7061411512211016794,14.110145,0.0549890716227165,351.84152,15.41037,3.1,0,7061411512211,54265.4044645256,1.67,30,3286.72,1977.86,71479.796875,275,2,-83.6,1.25,5.12,0
12089-6104,1115122029516,7061411512221017504,14.095718,0.0548801570789009,351.84155,15.41035,2.99,0,7061411512221,54265.4145178008,1.56,30,3290.51,1957.14,73377.601562,297,2,-88.4,1.121,5.18,0
12089-6104,1115122029516,7061411512231017286,14.099878,0.0548344929854389,351.84148,15.41031,3.05,0,7061411512231,54265.4244983913,1.47,30,3279.09,1979.94,74198.898438,300,2,-76.7,1.158,5.29,0
12089-6104,1115122029516,7061411512241017934,14.089069,0.0547342973635385,351.84151,15.41031,3.09,0,7061411512241,54265.4349938193,1.39,30,3303.19,1975.6,76056.703125,304,2,-79.5,1.163,5.24,0
12089-6104,1115122029516,7062311512211017307,14.073474,0.0547658189131008,351.84149,15.41034,3.06,0,7062311512211,54274.3824386341,1.64,30,3288.17,1973.67,75463.796875,298,2,-83.7,1.298,5.19,0
12089-6104,1115122029516,7062311512221017305,14.101467,0.054812065752478,351.84145,15.41038,2.97,0,7062311512221,54274.3890253124,1.57,30,3291.16,1956.21,74608,299,2,-84.8,1.171,5.31,0
12089-6104,1115122029516,7062311512231017510,14.108543,0.0548008842272817,351.84152,15.41033,3.19,0,7062311512231,54274.3956575808,1.51,30,3280.26,1979.6,74813.398438,286,2,-80,1.155,5.17,0
12089-6104,1115122029516,7062311512241017586,14.114426,0.0548131846048511,351.8415,15.41034,3.03,0,7062311512241,54274.4022340626,1.45,30,3302.09,1976.89,74587.5,296,2,-89.2,1.115,5.29,0
12089-6104,1115122029516,7110811512211014839,14.102456,0.0562997629553899,351.84152,15.41042,2.73,0,7110811512211,54412.1251381366,1.06,30,3264.25,1934.92,53879.398438,200,2,79.9,1.145,4.75,0
12089-6104,1115122029516,7110811512221011835,14.035952,0.0611506269451436,351.84154,15.41027,2.99,0,7110811512221,54412.131689861,1.06,30,3264.27,1914.95,26005.199219,113,2,-86,1.145,3.92,0
12089-6104,1115122029516,7110811512231017322,14.105143,0.0548526875120676,351.84155,15.41039,2.84,0,7110811512231,54412.1382394908,1.05,30,3251.7,1936.75,73869.796875,289,2,-76.5,1.239,5.29,0
12089-6104,1115122029516,7110811512241017228,14.10039,0.0549754187563214,351.8415,15.41034,2.82,0,7110811512241,54412.1447883104,1.05,30,3276.51,1932.28,71713.101562,288,2,85.7,1.191,5.09,0
12089-6104,1115122029516,7111611512211017648,14.030743,0.0541861926302729,351.84146,15.41035,2.76,0,7111611512211,54420.1498896759,1.05,30,3312.41,1885.88,87783.703125,319,2,-71.5,1.118,5.34,0
