InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
11981-6104,1121086038783,14.49,0.06,254.84445,20.82973,55686.37938,0
11981-6104,1121086038783,14.55,0.06,254.84442,20.82983,55686.38509,0
11981-6104,1121086038783,14.53,0.06,254.84443,20.82979,55686.39080,0
11981-6104,1121086038783,14.53,0.06,254.84438,20.82973,54955.35362,0
11981-6104,1121086038783,14.48,0.06,254.84444,20.82970,54955.35943,0
11981-6104,1121086038783,14.51,0.06,254.84445,20.82980,54955.36538,0
11981-6104,1121086038783,14.53,0.06,254.84445,20.82973,54955.37120,0
11981-6104,1121086038783,14.51,0.06,254.84439,20.82970,55449.18354,0
11981-6104,1121086038783,14.51,0.06,254.84441,20.82973,55449.19383,0
11981-6104,1121086038783,14.49,0.06,254.84441,20.82976,55449.19903,0
11981-6104,1121086038783,14.50,0.06,254.84439,20.82973,55824.13234,0
11981-6104,1121086038783,14.53,0.06,254.84447,20.82980,55824.13907,0
11981-6104,1121086038783,14.52,0.06,254.84444,20.82977,55824.14585,0
11981-6104,1121086038783,14.50,0.06,254.84440,20.82978,55824.15279,0
11981-6104,1121086038783,14.52,0.06,254.84444,20.82983,55856.09396,0
11981-6104,1121086038783,14.52,0.06,254.84444,20.82973,55856.10012,0
11981-6104,1121086038783,14.48,0.06,254.84451,20.82981,55856.10845,0
11981-6104,1121086038783,14.54,0.06,254.84444,20.82973,55856.11469,0
11981-6104,1121086038783,14.54,0.05,254.84448,20.82980,56007.46307,0
11981-6104,1121086038783,14.51,0.05,254.84447,20.82980,56007.47134,0
11981-6104,1121086038783,14.53,0.05,254.84449,20.82979,56007.47955,0
11981-6104,1121086038783,14.53,0.05,254.84445,20.82977,56007.48767,0
11981-6104,1121086038783,14.51,0.06,254.84444,20.82974,56038.44794,0
11981-6104,1121086038783,14.51,0.06,254.84442,20.82980,56038.45359,0
11981-6104,1121086038783,14.51,0.06,254.84444,20.82977,56038.45923,0
11981-6104,1121086038783,14.49,0.06,254.84445,20.82978,56038.46488,0
11981-6104,1121086038783,14.51,0.05,254.84446,20.82975,56046.33748,0
11981-6104,1121086038783,14.51,0.05,254.84446,20.82980,56046.34778,0
11981-6104,1121086038783,14.50,0.05,254.84444,20.82980,56046.35805,0
11981-6104,1121086038783,14.50,0.05,254.84442,20.82973,56046.36834,0
11981-6104,1121086038783,14.52,0.06,254.84445,20.82976,56074.35027,0
11981-6104,1121086038783,14.53,0.06,254.84444,20.82975,56074.35588,0
11981-6104,1121086038783,14.53,0.06,254.84443,20.82978,56074.36153,0
11981-6104,1121086038783,14.52,0.06,254.84445,20.82974,56074.36716,0
11981-6104,1121086038783,14.53,0.06,254.84446,20.82973,56086.38677,0
11981-6104,1121086038783,14.58,0.06,254.84445,20.82982,56086.39190,0
11981-6104,1121086038783,14.52,0.06,254.84444,20.82970,56086.39705,0
11981-6104,1121086038783,14.54,0.06,254.84447,20.82973,56086.40215,0
11981-6104,1121086038783,14.52,0.06,254.84445,20.82979,56093.33386,0
11981-6104,1121086038783,14.50,0.06,254.84442,20.82974,56093.34065,0
11981-6104,1121086038783,14.53,0.06,254.84447,20.82979,56093.34739,0
11981-6104,1121086038783,14.52,0.06,254.84444,20.82976,56093.35418,0
11981-6104,1121086038783,14.50,0.05,254.84443,20.82971,56187.15773,0
11981-6104,1121086038783,14.51,0.05,254.84446,20.82976,56187.16279,0
11981-6104,1121086038783,14.51,0.05,254.84443,20.82977,56187.16787,0
11981-6104,1121086038783,14.49,0.05,254.84442,20.82976,56187.17287,0
11981-6104,1121086038783,14.49,0.06,254.84450,20.82983,56210.10194,0
11981-6104,1121086038783,14.49,0.06,254.84446,20.82978,56210.10818,0
11981-6104,1121086038783,14.52,0.06,254.84440,20.82975,56210.11385,0
11981-6104,1121086038783,14.51,0.06,254.84443,20.82979,56210.11947,0
11981-6104,1121086038783,14.50,0.06,254.84447,20.82981,56374.47435,0
11981-6104,1121086038783,14.50,0.06,254.84443,20.82977,56374.48115,0
11981-6104,1121086038783,14.50,0.06,254.84444,20.82978,56374.48803,0
11981-6104,1121086038783,14.53,0.06,254.84444,20.82982,56374.49491,0
11981-6104,1121086038783,14.52,0.06,254.84448,20.82978,56396.42259,0
11981-6104,1121086038783,14.53,0.06,254.84444,20.82972,56396.42937,0
11981-6104,1121086038783,14.55,0.06,254.84438,20.82973,56396.43614,0
11981-6104,1121086038783,14.50,0.06,254.84444,20.82979,56396.44302,0
11981-6104,1121086038783,14.50,0.06,254.84444,20.82977,56417.30531,0
11981-6104,1121086038783,14.50,0.06,254.84446,20.82973,56417.31093,0
11981-6104,1121086038783,14.49,0.06,254.84444,20.82972,56417.31659,0
11981-6104,1121086038783,14.50,0.06,254.84444,20.82980,56417.32274,0
11981-6104,1121086038783,14.51,0.06,254.84443,20.82977,56429.43113,0
11981-6104,1121086038783,14.54,0.06,254.84447,20.82983,56429.43617,0
11981-6104,1121086038783,14.53,0.06,254.84443,20.82979,56429.44123,0
11981-6104,1121086038783,14.53,0.06,254.84443,20.82979,56429.44626,0
11981-6104,1121086038783,14.50,0.06,254.84444,20.82977,56443.39005,0
11981-6104,1121086038783,14.52,0.06,254.84445,20.82978,56443.39689,0
11981-6104,1121086038783,14.52,0.06,254.84442,20.82981,56443.40368,0
11981-6104,1121086038783,14.52,0.06,254.84445,20.82980,56443.41054,0
11981-6104,1121086038783,14.52,0.06,254.84442,20.82973,56451.36220,0
11981-6104,1121086038783,14.52,0.06,254.84440,20.82976,56451.36894,0
11981-6104,1121086038783,14.52,0.06,254.84444,20.82976,56451.37566,0
11981-6104,1121086038783,14.52,0.06,254.84442,20.82974,56451.38245,0
11981-6104,1121086038783,14.52,0.06,254.84441,20.82977,56514.18036,0
11981-6104,1121086038783,14.53,0.06,254.84446,20.82975,56514.18479,0
11981-6104,1121086038783,14.53,0.06,254.84443,20.82975,56514.18929,0
11981-6104,1121086038783,14.51,0.06,254.84444,20.82972,56514.19373,0
11981-6104,1121086038783,14.52,0.06,254.84443,20.82966,56551.14131,0
11981-6104,1121086038783,14.54,0.06,254.84452,20.82979,56551.14632,0
11981-6104,1121086038783,14.52,0.06,254.84446,20.82972,56551.15142,0
11981-6104,1121086038783,14.50,0.06,254.84444,20.82973,56551.15645,0
11981-6104,1121086038783,14.52,0.06,254.84442,20.82971,56566.13442,0
11981-6104,1121086038783,14.50,0.06,254.84443,20.82979,56566.13889,0
11981-6104,1121086038783,14.52,0.06,254.84442,20.82974,56566.14336,0
11981-6104,1121086038783,14.49,0.06,254.84443,20.82981,56566.14785,0
11981-6104,1121086038783,14.54,0.06,254.84443,20.82976,56590.07681,0
11981-6104,1121086038783,14.53,0.06,254.84442,20.82975,56590.08033,0
11981-6104,1121086038783,14.54,0.06,254.84445,20.82973,56590.08387,0
11981-6104,1121086038783,14.53,0.06,254.84444,20.82978,56590.08740,0
11833-3702,1152042002797,14.38,0.06,184.02956,50.82509,53714.46322,0
11833-3702,1152042002797,14.39,0.06,184.02974,50.82518,53714.47087,0
11833-3702,1152042002797,14.39,0.06,184.02965,50.82516,53714.47854,0
11833-3702,1152042002797,14.41,0.06,184.02961,50.82514,53714.48619,0
11833-3702,1152042002797,14.48,0.06,184.02968,50.82512,53769.40061,0
11833-3702,1152042002797,14.46,0.06,184.02961,50.82518,53769.40866,0
11833-3702,1152042002797,14.39,0.06,184.02975,50.82516,53769.41680,0
11833-3702,1152042002797,14.40,0.06,184.02958,50.82514,53769.42505,0
11833-3702,1152042002797,14.43,0.06,184.02961,50.82510,53884.25067,0
11833-3702,1152042002797,14.29,0.05,184.03065,50.82553,54204.37220,0
11833-3702,1152042002797,14.51,0.06,184.02957,50.82514,54204.38199,0
11833-3702,1152042002797,14.52,0.06,184.02969,50.82517,54204.38688,0
11833-3702,1152042002797,14.47,0.06,184.02968,50.82517,54138.40819,0
11833-3702,1152042002797,14.47,0.06,184.02961,50.82512,54138.41254,0
11833-3702,1152042002797,14.43,0.06,184.02960,50.82516,54138.41693,0
11833-3702,1152042002797,14.45,0.06,184.02960,50.82519,54138.42133,0
11833-3702,1152042002797,14.46,0.05,184.02966,50.82513,54158.33905,0
11833-3702,1152042002797,14.48,0.06,184.02956,50.82513,54158.34511,0
11833-3702,1152042002797,14.48,0.06,184.02963,50.82521,54158.35119,0
11833-3702,1152042002797,14.47,0.06,184.02974,50.82511,54158.35724,0
11833-3702,1152042002797,14.49,0.06,184.02954,50.82514,54279.22903,0
11833-3702,1152042002797,14.52,0.06,184.02955,50.82509,54279.23342,0
11833-3702,1152042002797,14.54,0.06,184.02961,50.82511,54279.23775,0
11833-3702,1152042002797,14.52,0.06,184.02967,50.82519,54279.24209,0
11833-3702,1152042002797,14.49,0.06,184.02961,50.82516,54177.26425,0
11833-3702,1152042002797,14.48,0.06,184.02959,50.82517,54177.27197,0
11833-3702,1152042002797,14.47,0.06,184.02963,50.82514,54177.27966,0
11833-3702,1152042002797,14.49,0.06,184.02959,50.82516,54177.28732,0
11833-3702,1152042002797,14.52,0.06,184.02961,50.82515,54238.29982,0
11833-3702,1152042002797,14.52,0.06,184.02969,50.82520,54238.30475,0
11833-3702,1152042002797,14.52,0.06,184.02922,50.82542,54515.30425,0
11833-3702,1152042002797,14.44,0.06,184.02959,50.82483,54515.30688,0
11833-3702,1152042002797,14.55,0.06,184.02926,50.82519,54515.30950,0
11833-3702,1152042002797,14.51,0.06,184.02956,50.82563,54515.31217,0
11833-3702,1152042002797,14.47,0.06,184.02946,50.82516,54947.28157,0
11833-3702,1152042002797,14.52,0.06,184.02935,50.82515,54947.29164,0
11833-3702,1152042002797,14.48,0.06,184.02940,50.82514,54886.34671,0
11833-3702,1152042002797,14.48,0.06,184.02936,50.82508,54886.35529,0
11833-3702,1152042002797,14.48,0.06,184.02943,50.82516,54886.35963,0
11833-3702,1152042002797,14.48,0.06,184.02938,50.82508,54862.29895,0
11833-3702,1152042002797,14.48,0.06,184.02939,50.82511,54862.30519,0
11833-3702,1152042002797,14.49,0.06,184.02934,50.82510,54862.31137,0
11833-3702,1152042002797,14.49,0.06,184.02975,50.82516,54862.31763,0
11833-3702,1152042002797,14.49,0.06,184.02941,50.82508,54916.27124,0
11833-3702,1152042002797,14.49,0.06,184.02935,50.82511,54916.27800,0
11833-3702,1152042002797,14.48,0.06,184.02938,50.82513,54916.28483,0
11833-3702,1152042002797,14.48,0.06,184.02940,50.82509,54916.29161,0
11833-3702,1152042002797,14.52,0.06,184.02941,50.82499,55351.16705,0
11833-3702,1152042002797,14.55,0.06,184.02950,50.82507,55351.17330,0
11833-3702,1152042002797,14.49,0.06,184.02938,50.82510,55351.17639,0
11833-3702,1152042002797,14.49,0.06,184.02939,50.82502,55269.29045,0
11833-3702,1152042002797,14.48,0.06,184.02942,50.82500,55269.29560,0
11833-3702,1152042002797,14.47,0.06,184.02937,50.82504,55269.30078,0
11833-3702,1152042002797,14.49,0.06,184.02941,50.82502,55269.30601,0
11833-3702,1152042002797,14.47,0.06,184.02942,50.82510,55275.24392,0
11833-3702,1152042002797,14.47,0.06,184.02932,50.82507,55275.24920,0
11833-3702,1152042002797,14.48,0.06,184.02937,50.82505,55275.25448,0
11833-3702,1152042002797,14.48,0.06,184.02931,50.82508,55275.25973,0
11833-3702,1152042002797,14.56,0.06,184.02939,50.82510,55281.25001,0
11833-3702,1152042002797,14.43,0.06,184.02922,50.82506,55281.25356,0
11833-3702,1152042002797,14.54,0.06,184.02935,50.82509,55281.25709,0
11833-3702,1152042002797,14.55,0.06,184.02935,50.82506,55281.26065,0
11833-3702,1152042002797,14.49,0.06,184.02937,50.82509,55650.29505,0
11833-3702,1152042002797,14.47,0.06,184.02943,50.82514,55650.30020,0
11833-3702,1152042002797,14.49,0.06,184.02936,50.82512,55650.30596,0
11833-3702,1152042002797,14.49,0.06,184.02938,50.82513,55650.31123,0
11833-3702,1152042002797,14.45,0.06,184.02924,50.82505,55687.20857,0
11833-3702,1152042002797,14.44,0.06,184.02935,50.82509,55687.21999,0
11833-3702,1152042002797,14.48,0.06,184.02932,50.82510,55687.22564,0
11833-3702,1152042002797,14.46,0.06,184.02940,50.82506,55928.49600,0
11833-3702,1152042002797,14.46,0.06,184.02933,50.82506,55928.50533,0
11833-3702,1152042002797,14.45,0.06,184.02927,50.82504,55928.51461,0
11833-3702,1152042002797,14.47,0.06,184.02932,50.82501,55928.52384,0
11833-3702,1152042002797,14.46,0.06,184.02937,50.82514,56009.34797,0
11833-3702,1152042002797,14.47,0.06,184.02935,50.82504,56009.35386,0
11833-3702,1152042002797,14.46,0.06,184.02948,50.82512,56009.35977,0
11833-3702,1152042002797,14.46,0.06,184.02926,50.82502,56009.36567,0
11833-3702,1152042002797,14.50,0.06,184.02953,50.82510,56019.25352,0
11833-3702,1152042002797,14.50,0.06,184.02924,50.82503,56019.26096,0
11833-3702,1152042002797,14.51,0.06,184.02929,50.82504,56019.26840,0
11833-3702,1152042002797,14.49,0.06,184.02936,50.82500,56019.27581,0
11833-3702,1152042002797,14.48,0.06,184.02928,50.82504,56038.30511,0
11833-3702,1152042002797,14.47,0.06,184.02922,50.82507,56038.31688,0
11833-3702,1152042002797,14.50,0.06,184.02926,50.82503,56038.32274,0
11833-3702,1152042002797,14.53,0.06,184.02933,50.82511,56076.23269,0
11833-3702,1152042002797,14.47,0.12,184.02941,50.82531,56313.48063,0
11833-3702,1152042002797,14.42,0.06,184.02927,50.82506,56313.49422,0
11833-3702,1152042002797,14.49,0.05,184.02940,50.82502,56346.24538,0
11833-3702,1152042002797,14.50,0.05,184.02946,50.82507,56346.25155,0
11833-3702,1152042002797,14.47,0.05,184.02941,50.82511,56346.25772,0
11833-3702,1152042002797,14.47,0.05,184.02936,50.82510,56346.26386,0
11833-3702,1152042002797,14.48,0.06,184.02939,50.82509,56369.37567,0
11833-3702,1152042002797,14.46,0.06,184.02939,50.82506,56369.38143,0
11833-3702,1152042002797,14.47,0.06,184.02926,50.82505,56369.38724,0
11833-3702,1152042002797,14.47,0.06,184.02932,50.82507,56369.39302,0
11833-3702,1152042002797,14.47,0.06,184.02926,50.82504,56397.30881,0
11833-3702,1152042002797,14.48,0.06,184.02933,50.82507,56397.31611,0
11833-3702,1152042002797,14.50,0.06,184.02942,50.82507,56397.32346,0
11833-3702,1152042002797,14.51,0.06,184.02946,50.82505,56397.33077,0
11833-3702,1152042002797,14.36,0.06,184.02935,50.82503,56427.25167,0
11833-3702,1152042002797,14.09,0.05,184.02936,50.82515,56427.25677,0
11833-3702,1152042002797,14.45,0.06,184.02934,50.82507,56427.26193,0
11833-3702,1152042002797,14.43,0.06,184.02936,50.82504,56427.26701,0
11833-3702,1152042002797,14.41,0.05,184.02932,50.82509,56452.23384,0
11833-3702,1152042002797,14.21,0.05,184.02924,50.82502,56452.23926,0
11833-3702,1152042002797,14.48,0.05,184.02928,50.82506,56452.24468,0
11833-3702,1152042002797,14.40,0.05,184.02931,50.82507,56452.25013,0
11833-3702,1152042002797,14.49,0.06,184.02946,50.82511,56460.15729,0
11833-3702,1152042002797,14.49,0.06,184.02945,50.82513,56460.16341,0
11833-3702,1152042002797,14.50,0.06,184.02928,50.82511,56460.16955,0
11833-3702,1152042002797,14.48,0.06,184.02933,50.82506,56460.17568,0
11974-12701,1109084011880,16.14,0.07,237.47689, 8.86156,53466.36664,0
11974-12701,1109084011880,16.23,0.07,237.47703, 8.86125,53466.37584,0
11974-12701,1109084011880,16.31,0.07,237.47693, 8.86116,53466.38496,0
11974-12701,1109084011880,16.21,0.07,237.47705, 8.86139,53466.39408,0
11974-12701,1109084011880,16.14,0.07,237.47685, 8.86127,53480.33222,0
11974-12701,1109084011880,16.21,0.07,237.47697, 8.86149,53480.34099,0
11974-12701,1109084011880,16.23,0.07,237.47709, 8.86132,53480.34972,0
11974-12701,1109084011880,16.18,0.07,237.47695, 8.86146,53480.35845,0
11974-12701,1109084011880,16.25,0.07,237.47702, 8.86133,53554.25631,0
11974-12701,1109084011880,16.32,0.07,237.47695, 8.86123,53554.26293,0
11974-12701,1109084011880,16.45,0.07,237.47686, 8.86131,53554.26950,0
11974-12701,1109084011880,16.38,0.07,237.47681, 8.86136,53554.27603,0
11974-12701,1109084011880,16.18,0.07,237.47696, 8.86138,53560.25834,0
11974-12701,1109084011880,16.21,0.07,237.47691, 8.86136,53560.26592,0
11974-12701,1109084011880,16.27,0.07,237.47683, 8.86130,53560.27351,0
11974-12701,1109084011880,16.25,0.07,237.47690, 8.86130,53560.28101,0
11974-12701,1109084011880,16.27,0.07,237.47684, 8.86132,53528.32870,0
11974-12701,1109084011880,16.17,0.07,237.47703, 8.86141,53528.33684,0
11974-12701,1109084011880,16.27,0.07,237.47690, 8.86127,53528.34498,0
11974-12701,1109084011880,16.22,0.07,237.47685, 8.86130,53528.35311,0
11974-12701,1109084011880,16.11,0.07,237.47694, 8.86136,53537.25782,0
11974-12701,1109084011880,16.16,0.07,237.47695, 8.86139,53537.26588,0
11974-12701,1109084011880,16.43,0.07,237.47693, 8.86118,53537.27387,0
11974-12701,1109084011880,16.20,0.07,237.47690, 8.86136,53537.28190,0
11974-12701,1109084011880,16.22,0.07,237.47696, 8.86131,53499.34007,0
11974-12701,1109084011880,16.23,0.07,237.47699, 8.86124,53499.34487,0
11974-12701,1109084011880,16.17,0.07,237.47693, 8.86131,53499.34967,0
11974-12701,1109084011880,16.36,0.07,237.47689, 8.86139,53499.35447,0
11974-12701,1109084011880,16.22,0.07,237.47699, 8.86136,53509.19960,0
11974-12701,1109084011880,16.26,0.07,237.47694, 8.86135,53509.20816,0
11974-12701,1109084011880,16.28,0.07,237.47694, 8.86145,53509.21670,0
11974-12701,1109084011880,16.09,0.07,237.47708, 8.86138,53509.22525,0
11974-12701,1109084011880,16.24,0.07,237.47687, 8.86141,53520.36622,0
11974-12701,1109084011880,16.34,0.07,237.47676, 8.86114,53520.37370,0
11974-12701,1109084011880,16.37,0.07,237.47694, 8.86131,53520.38123,0
11974-12701,1109084011880,16.16,0.08,237.47669, 8.86138,53520.38876,0
11974-12701,1109084011880,16.34,0.07,237.47688, 8.86138,53831.40628,0
11974-12701,1109084011880,15.45,0.06,237.47818, 8.86223,53831.41288,0
11974-12701,1109084011880,15.49,0.06,237.47818, 8.86222,53831.41946,0
11974-12701,1109084011880,16.26,0.07,237.47709, 8.86144,53831.42601,0
11974-12701,1109084011880,16.30,0.07,237.47694, 8.86133,53845.38969,0
11974-12701,1109084011880,16.25,0.07,237.47695, 8.86125,53845.39779,0
11974-12701,1109084011880,16.23,0.07,237.47701, 8.86127,53845.40588,0
11974-12701,1109084011880,16.51,0.08,237.47682, 8.86138,53845.41396,0
11974-12701,1109084011880,16.20,0.07,237.47697, 8.86146,53976.16777,0
11974-12701,1109084011880,16.27,0.08,237.47706, 8.86139,53976.17156,0
11974-12701,1109084011880,16.30,0.08,237.47693, 8.86130,53976.17535,0
11974-12701,1109084011880,16.36,0.08,237.47701, 8.86130,53976.17918,0
11974-12701,1109084011880,16.22,0.07,237.47704, 8.86118,53939.22372,0
11974-12701,1109084011880,16.38,0.08,237.47699, 8.86133,53939.22689,0
11974-12701,1109084011880,16.40,0.08,237.47710, 8.86128,53939.23007,0
11974-12701,1109084011880,16.39,0.08,237.47693, 8.86119,53939.23726,0
11974-12701,1109084011880,16.16,0.13,237.47683, 8.86131,53905.30159,0
11974-12701,1109084011880,16.38,0.14,237.47708, 8.86125,53905.30263,0
11974-12701,1109084011880,16.27,0.13,237.47699, 8.86132,53905.30367,0
11974-12701,1109084011880,16.45,0.14,237.47701, 8.86125,53905.30473,0
11974-12701,1109084011880,16.21,0.07,237.47689, 8.86123,53907.25664,0
11974-12701,1109084011880,16.25,0.07,237.47692, 8.86136,53907.26751,0
11974-12701,1109084011880,16.41,0.07,237.47700, 8.86131,53907.27841,0
11974-12701,1109084011880,16.35,0.07,237.47707, 8.86130,53907.28928,0
11974-12701,1109084011880,16.23,0.07,237.47702, 8.86140,53818.42223,0
11974-12701,1109084011880,16.26,0.07,237.47701, 8.86138,53818.42935,0
11974-12701,1109084011880,16.33,0.07,237.47699, 8.86127,53818.43656,0
11974-12701,1109084011880,16.31,0.07,237.47689, 8.86133,53818.44367,0
11974-12701,1109084011880,16.18,0.07,237.47704, 8.86128,53857.35095,0
11974-12701,1109084011880,16.28,0.07,237.47691, 8.86129,53857.35892,0
11974-12701,1109084011880,16.35,0.07,237.47696, 8.86130,53857.36688,0
11974-12701,1109084011880,16.19,0.07,237.47685, 8.86144,53857.37488,0
11974-12701,1109084011880,16.24,0.07,237.47686, 8.86135,53876.35394,0
11974-12701,1109084011880,16.29,0.07,237.47690, 8.86124,53876.36162,0
11974-12701,1109084011880,16.51,0.08,237.47683, 8.86140,53876.36930,0
11974-12701,1109084011880,16.37,0.07,237.47674, 8.86113,53876.37694,0
11974-12701,1109084011880,16.08,0.07,237.47705, 8.86141,53996.10043,0
11974-12701,1109084011880,16.35,0.08,237.47684, 8.86132,53996.10458,0
11974-12701,1109084011880,16.35,0.08,237.47686, 8.86130,53996.10870,0
11974-12701,1109084011880,16.43,0.08,237.47680, 8.86121,53996.11283,0
11974-12701,1109084011880,16.34,0.07,237.47681, 8.86146,54197.42950,0
11974-12701,1109084011880,16.14,0.07,237.47699, 8.86156,54197.43488,0
11974-12701,1109084011880,16.26,0.07,237.47707, 8.86129,54197.44026,0
11974-12701,1109084011880,16.27,0.07,237.47674, 8.86130,54197.44564,0
11974-12701,1109084011880,16.16,0.07,237.47701, 8.86145,54207.43364,0
11974-12701,1109084011880,16.29,0.07,237.47703, 8.86137,54207.44035,0
11974-12701,1109084011880,16.64,0.08,237.47692, 8.86146,54207.44706,0
11974-12701,1109084011880,16.19,0.07,237.47702, 8.86139,54207.45377,0
11974-12701,1109084011880,16.24,0.07,237.47697, 8.86145,54213.42774,0
11974-12701,1109084011880,16.33,0.07,237.47710, 8.86142,54213.43555,0
11974-12701,1109084011880,16.20,0.07,237.47698, 8.86146,54213.44339,0
11974-12701,1109084011880,16.32,0.07,237.47686, 8.86142,54213.45119,0
11974-12701,1109084011880,16.42,0.07,237.47686, 8.86140,54260.30841,0
11974-12701,1109084011880,16.69,0.08,237.47684, 8.86145,54260.31440,0
11974-12701,1109084011880,16.22,0.07,237.47683, 8.86139,54260.32037,0
11974-12701,1109084011880,16.30,0.07,237.47691, 8.86146,54260.32635,0
11974-12701,1109084011880,16.18,0.07,237.47697, 8.86138,54269.26633,0
11974-12701,1109084011880,16.38,0.07,237.47690, 8.86133,54269.27490,0
11974-12701,1109084011880,16.30,0.07,237.47694, 8.86133,54269.28348,0
11974-12701,1109084011880,16.16,0.07,237.47708, 8.86147,54269.29204,0
11974-12701,1109084011880,16.20,0.07,237.47685, 8.86136,54171.45413,0
11974-12701,1109084011880,16.27,0.07,237.47702, 8.86136,54171.45958,0
11974-12701,1109084011880,16.25,0.07,237.47695, 8.86133,54171.46527,0
11974-12701,1109084011880,16.18,0.07,237.47699, 8.86138,54171.47070,0
11974-12701,1109084011880,16.40,0.07,237.47692, 8.86155,54172.47227,0
11974-12701,1109084011880,16.48,0.07,237.47686, 8.86135,54172.48093,0
11974-12701,1109084011880,16.22,0.07,237.47709, 8.86143,54172.48964,0
11974-12701,1109084011880,16.24,0.07,237.47704, 8.86148,54172.49833,0
11974-12701,1109084011880,16.33,0.07,237.47689, 8.86141,54185.41758,0
11974-12701,1109084011880,16.34,0.07,237.47699, 8.86141,54185.42691,0
11974-12701,1109084011880,16.23,0.07,237.47694, 8.86137,54185.43629,0
11974-12701,1109084011880,16.18,0.07,237.47700, 8.86136,54185.44571,0
11974-12701,1109084011880,16.41,0.07,237.47704, 8.86137,54230.43510,0
11974-12701,1109084011880,16.26,0.07,237.47683, 8.86128,54230.44157,0
11974-12701,1109084011880,16.35,0.07,237.47698, 8.86142,54230.44802,0
11974-12701,1109084011880,16.40,0.07,237.47692, 8.86124,54230.45459,0
11974-12701,1109084011880,16.37,0.07,237.47706, 8.86128,54236.32005,0
11974-12701,1109084011880,16.34,0.07,237.47698, 8.86132,54236.32666,0
11974-12701,1109084011880,16.22,0.07,237.47701, 8.86141,54236.33336,0
11974-12701,1109084011880,16.27,0.07,237.47704, 8.86120,54236.34008,0
11974-12701,1109084011880,16.27,0.07,237.47689, 8.86131,54242.37678,0
11974-12701,1109084011880,16.29,0.07,237.47692, 8.86139,54242.38428,0
11974-12701,1109084011880,16.46,0.07,237.47696, 8.86129,54242.39178,0
11974-12701,1109084011880,16.32,0.07,237.47694, 8.86123,54242.39933,0
11974-12701,1109084011880,16.15,0.07,237.47702, 8.86139,54356.10788,0
11974-12701,1109084011880,16.33,0.07,237.47698, 8.86139,54356.11216,0
11974-12701,1109084011880,16.28,0.07,237.47699, 8.86147,54356.11644,0
11974-12701,1109084011880,16.32,0.07,237.47713, 8.86163,54356.12071,0
11974-12701,1109084011880,16.14,0.07,237.47698, 8.86129,54563.50402,0
11974-12701,1109084011880,16.15,0.07,237.47692, 8.86146,54563.50582,0
11974-12701,1109084011880,16.14,0.07,237.47702, 8.86141,54563.50759,0
11974-12701,1109084011880,16.34,0.08,237.47693, 8.86136,54563.50937,0
11974-12701,1109084011880,16.32,0.07,237.47694, 8.86131,54569.37573,0
11974-12701,1109084011880,16.24,0.07,237.47702, 8.86147,54569.38219,0
11974-12701,1109084011880,16.18,0.07,237.47691, 8.86152,54569.38861,0
11974-12701,1109084011880,16.25,0.07,237.47689, 8.86137,54569.39509,0
11974-12701,1109084011880,16.36,0.07,237.47684, 8.86137,54584.42737,0
11974-12701,1109084011880,16.39,0.07,237.47679, 8.86144,54584.43393,0
11974-12701,1109084011880,16.64,0.08,237.47710, 8.86154,54584.44046,0
11974-12701,1109084011880,16.37,0.07,237.47691, 8.86146,54584.44703,0
11974-12701,1109084011880,16.28,0.07,237.47681, 8.86128,54498.50004,0
11974-12701,1109084011880,16.28,0.07,237.47700, 8.86138,54498.50627,0
11974-12701,1109084011880,16.39,0.07,237.47697, 8.86131,54498.51248,0
11974-12701,1109084011880,16.21,0.07,237.47695, 8.86142,54498.51868,0
11974-12701,1109084011880,16.15,0.07,237.47705, 8.86137,54509.50559,0
11974-12701,1109084011880,16.23,0.07,237.47703, 8.86145,54509.51278,0
11974-12701,1109084011880,16.24,0.07,237.47697, 8.86139,54509.51990,0
11974-12701,1109084011880,16.34,0.07,237.47699, 8.86129,54509.52697,0
11974-12701,1109084011880,16.21,0.07,237.47705, 8.86130,54475.51947,0
11974-12701,1109084011880,16.33,0.07,237.47710, 8.86145,54475.52549,0
11974-12701,1109084011880,16.55,0.07,237.47686, 8.86150,54475.53155,0
11974-12701,1109084011880,16.16,0.07,237.47711, 8.86139,54475.53760,0
11974-12701,1109084011880,16.32,0.07,237.47680, 8.86127,54648.24468,0
11974-12701,1109084011880,16.08,0.07,237.47698, 8.86150,54648.25214,0
11974-12701,1109084011880,16.37,0.07,237.47708, 8.86131,54648.25964,0
11974-12701,1109084011880,16.34,0.07,237.47705, 8.86131,54648.26711,0
11974-12701,1109084011880,16.24,0.07,237.47700, 8.86134,54623.25515,0
11974-12701,1109084011880,16.17,0.06,237.47714, 8.86145,54623.26301,0
11974-12701,1109084011880,16.26,0.07,237.47702, 8.86129,54623.27087,0
11974-12701,1109084011880,16.24,0.07,237.47706, 8.86148,54623.27872,0
11974-12701,1109084011880,16.21,0.07,237.47696, 8.86138,54529.44480,0
11974-12701,1109084011880,16.23,0.07,237.47707, 8.86136,54529.45569,0
11974-12701,1109084011880,16.16,0.07,237.47711, 8.86144,54529.46660,0
11974-12701,1109084011880,16.29,0.07,237.47702, 8.86145,54529.47757,0
11974-12701,1109084011880,16.24,0.07,237.47705, 8.86143,54556.32006,0
11974-12701,1109084011880,16.24,0.07,237.47714, 8.86133,54556.33535,0
