InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
8553-1901,1157047034163,14.46,0.08,233.96867,57.90249,53901.32232,0
8553-1901,1157047034163,14.43,0.08,233.96888,57.90249,53901.32336,0
8553-1901,1157047034163,14.45,0.08,233.96875,57.90253,53901.32442,0
8553-1901,1157047034163,14.46,0.08,233.96872,57.90247,53901.32547,0
8553-1901,1157047034163,14.29,0.06,233.96861,57.90255,53856.42218,0
8553-1901,1157047034163,14.27,0.06,233.96869,57.90255,53856.42774,0
8553-1901,1157047034163,14.27,0.06,233.96866,57.90258,53856.43334,0
8553-1901,1157047034163,14.28,0.06,233.96871,57.90254,53856.43898,0
8553-1901,1157047034163,14.39,0.06,233.96873,57.90257,53880.43439,0
8553-1901,1157047034163,14.38,0.06,233.96876,57.90261,53880.44127,0
8553-1901,1157047034163,14.36,0.06,233.96874,57.90256,53880.44811,0
8553-1901,1157047034163,14.37,0.06,233.96870,57.90256,53880.45496,0
8553-1901,1157047034163,14.45,0.06,233.96870,57.90253,53884.33524,0
8553-1901,1157047034163,14.33,0.05,233.96870,57.90256,54210.41084,0
8553-1901,1157047034163,14.32,0.05,233.96867,57.90257,54210.41616,0
8553-1901,1157047034163,14.31,0.05,233.96862,57.90255,54210.42148,0
8553-1901,1157047034163,14.32,0.05,233.96861,57.90258,54210.42680,0
8553-1901,1157047034163,14.33,0.05,233.96861,57.90257,54158.45565,0
8553-1901,1157047034163,14.31,0.05,233.96870,57.90261,54158.46241,0
8553-1901,1157047034163,14.30,0.05,233.96870,57.90256,54158.46904,0
8553-1901,1157047034163,14.32,0.05,233.96868,57.90259,54158.47565,0
8553-1901,1157047034163,14.38,0.06,233.96861,57.90255,54275.23701,0
8553-1901,1157047034163,14.37,0.06,233.96869,57.90253,54275.24260,0
8553-1901,1157047034163,14.37,0.06,233.96873,57.90253,54275.24817,0
8553-1901,1157047034163,14.37,0.06,233.96861,57.90258,54275.25374,0
8553-1901,1157047034163,14.27,0.05,233.96869,57.90256,54630.31385,0
8553-1901,1157047034163,14.26,0.05,233.96876,57.90253,54630.31900,0
8553-1901,1157047034163,14.26,0.05,233.96874,57.90257,54630.32415,0
8553-1901,1157047034163,14.25,0.05,233.96877,57.90255,54630.32929,0
8553-1901,1157047034163,14.32,0.05,233.96853,57.90252,54946.45536,0
8553-1901,1157047034163,14.33,0.05,233.96848,57.90251,54946.46147,0
8553-1901,1157047034163,14.31,0.05,233.96847,57.90253,54946.46750,0
8553-1901,1157047034163,14.32,0.05,233.96849,57.90253,54946.47353,0
8553-1901,1157047034163,14.41,0.05,233.96853,57.90251,54865.48260,0
8553-1901,1157047034163,14.41,0.05,233.96852,57.90251,54865.49063,0
8553-1901,1157047034163,14.40,0.05,233.96851,57.90253,54865.49868,0
8553-1901,1157047034163,14.41,0.05,233.96845,57.90249,54865.50674,0
8553-1901,1157047034163,14.27,0.06,233.96855,57.90251,55009.25249,0
8553-1901,1157047034163,14.28,0.06,233.96847,57.90255,55009.25615,0
8553-1901,1157047034163,14.29,0.06,233.96850,57.90257,55009.25980,0
8553-1901,1157047034163,14.27,0.06,233.96856,57.90253,55009.26348,0
8553-1901,1157047034163,14.33,0.05,233.96838,57.90248,54913.36228,0
8553-1901,1157047034163,14.34,0.05,233.96848,57.90253,54913.36838,0
8553-1901,1157047034163,14.33,0.05,233.96857,57.90253,54913.37434,0
8553-1901,1157047034163,14.33,0.05,233.96847,57.90249,54913.38042,0
8553-1901,1157047034163,14.26,0.06,233.96846,57.90254,54968.36929,0
8553-1901,1157047034163,14.27,0.06,233.96853,57.90254,54968.37504,0
8553-1901,1157047034163,14.27,0.06,233.96847,57.90254,54968.38081,0
8553-1901,1157047034163,14.26,0.06,233.96849,57.90250,54968.38655,0
8553-1901,1157047034163,14.18,0.05,233.96838,57.90254,55297.46502,0
8553-1901,1157047034163,14.19,0.05,233.96844,57.90253,55297.47176,0
8553-1901,1157047034163,14.18,0.05,233.96845,57.90254,55297.47852,0
8553-1901,1157047034163,14.21,0.05,233.96845,57.90253,55297.48531,0
8553-1901,1157047034163,14.26,0.06,233.96847,57.90256,55305.28553,0
8553-1901,1157047034163,14.28,0.06,233.96848,57.90253,55305.29073,0
8553-1901,1157047034163,14.22,0.06,233.96848,57.90249,55305.29596,0
8553-1901,1157047034163,14.20,0.06,233.96850,57.90249,55305.30113,0
8553-1901,1157047034163,14.24,0.05,233.96839,57.90248,55349.32678,0
8553-1901,1157047034163,14.24,0.05,233.96855,57.90250,55349.33079,0
8553-1901,1157047034163,14.23,0.05,233.96849,57.90244,55349.33482,0
8553-1901,1157047034163,14.24,0.05,233.96834,57.90261,55349.33885,0
8553-1901,1157047034163,14.24,0.05,233.96859,57.90255,55367.32105,0
8553-1901,1157047034163,14.23,0.05,233.96843,57.90258,55367.32621,0
8553-1901,1157047034163,14.23,0.05,233.96840,57.90256,55367.33142,0
8553-1901,1157047034163,14.24,0.05,233.96839,57.90255,55367.33662,0
8553-1901,1157047034163,14.19,0.06,233.96845,57.90246,55281.41460,0
8553-1901,1157047034163,14.20,0.06,233.96850,57.90250,55281.41817,0
8553-1901,1157047034163,14.22,0.06,233.96845,57.90254,55281.42171,0
8553-1901,1157047034163,14.18,0.06,233.96846,57.90249,55281.42527,0
8553-1901,1157047034163,14.22,0.05,233.96842,57.90256,55328.43028,0
8553-1901,1157047034163,14.21,0.05,233.96840,57.90257,55328.43610,0
8553-1901,1157047034163,14.20,0.05,233.96843,57.90255,55328.44194,0
8553-1901,1157047034163,14.20,0.05,233.96856,57.90258,55328.44777,0
8553-1901,1157047034163,14.19,0.05,233.96845,57.90254,55653.43265,0
8553-1901,1157047034163,14.19,0.05,233.96848,57.90256,55653.43961,0
8553-1901,1157047034163,14.19,0.05,233.96850,57.90255,55653.44669,0
8553-1901,1157047034163,14.19,0.05,233.96843,57.90257,55653.45378,0
8553-1901,1157047034163,14.22,0.05,233.96847,57.90249,55725.32864,0
8553-1901,1157047034163,14.20,0.05,233.96850,57.90248,55725.33569,0
8553-1901,1157047034163,14.20,0.05,233.96848,57.90249,55725.34267,0
8553-1901,1157047034163,14.22,0.05,233.96842,57.90249,55725.34962,0
8553-1901,1157047034163,14.15,0.06,233.96850,57.90256,55636.38779,0
8553-1901,1157047034163,14.13,0.06,233.96852,57.90253,55636.39478,0
8553-1901,1157047034163,14.14,0.06,233.96850,57.90255,55636.40182,0
8553-1901,1157047034163,14.13,0.06,233.96850,57.90258,55636.40885,0
8553-1901,1157047034163,14.46,0.06,233.96871,57.90255,53884.36947,0
8553-1901,1157047034163,14.46,0.06,233.96872,57.90256,53884.37596,0
8553-1901,1157047034163,14.45,0.06,233.96869,57.90254,53884.38246,0
8553-1901,1157047034163,14.45,0.06,233.96868,57.90254,53884.38894,0
8553-1901,1157047034163,14.03,0.05,233.96845,57.90252,56044.35795,0
8553-1901,1157047034163,14.01,0.05,233.96842,57.90254,56044.36360,0
8553-1901,1157047034163,14.03,0.05,233.96845,57.90252,56044.36929,0
8553-1901,1157047034163,14.03,0.05,233.96842,57.90251,56044.37496,0
8553-1901,1157047034163,14.09,0.05,233.96842,57.90251,56066.40939,0
8553-1901,1157047034163,14.10,0.05,233.96842,57.90254,56066.41564,0
8553-1901,1157047034163,14.11,0.05,233.96842,57.90254,56066.42185,0
8553-1901,1157047034163,14.09,0.05,233.96835,57.90252,56066.42821,0
8553-1901,1157047034163,14.11,0.05,233.96840,57.90252,56075.37275,0
8553-1901,1157047034163,14.11,0.05,233.96846,57.90251,56075.38029,0
8553-1901,1157047034163,14.11,0.05,233.96840,57.90251,56075.38798,0
8553-1901,1157047034163,14.10,0.05,233.96839,57.90252,56075.39574,0
8553-1901,1157047034163,14.06,0.05,233.96839,57.90253,56091.27550,0
8553-1901,1157047034163,14.06,0.05,233.96838,57.90252,56091.28118,0
8553-1901,1157047034163,14.05,0.05,233.96845,57.90251,56091.28685,0
8553-1901,1157047034163,14.06,0.05,233.96842,57.90253,56091.29250,0
8553-1901,1157047034163,14.14,0.05,233.96841,57.90251,56400.39349,0
8553-1901,1157047034163,14.16,0.05,233.96838,57.90248,56400.39802,0
8553-1901,1157047034163,14.13,0.05,233.96842,57.90252,56400.40254,0
8553-1901,1157047034163,14.12,0.05,233.96840,57.90253,56400.40702,0
8553-1901,1157047034163,14.16,0.05,233.96838,57.90250,56427.37248,0
8553-1901,1157047034163,14.17,0.05,233.96840,57.90250,56427.37756,0
8553-1901,1157047034163,14.16,0.05,233.96845,57.90251,56427.38269,0
8553-1901,1157047034163,14.18,0.05,233.96844,57.90250,56427.38775,0
8553-1901,1157047034163,14.21,0.05,233.96835,57.90251,56449.33448,0
8553-1901,1157047034163,14.22,0.05,233.96846,57.90249,56449.33899,0
8553-1901,1157047034163,14.22,0.05,233.96859,57.90249,56449.34349,0
8553-1901,1157047034163,14.22,0.05,233.96840,57.90249,56449.34806,0
8553-1901,1157047034163,14.16,0.05,233.96846,57.90246,56463.25601,0
8553-1901,1157047034163,14.20,0.05,233.96843,57.90252,56463.26051,0
8553-1901,1157047034163,14.19,0.05,233.96846,57.90248,56463.26505,0
8553-1901,1157047034163,14.19,0.05,233.96841,57.90248,56463.26955,0
8553-1901,1157047034163,14.10,0.05,233.96859,57.90248,56563.13155,0
8553-1901,1157047034163,14.09,0.05,233.96863,57.90249,56563.13803,0
8553-1901,1157047034163,14.11,0.05,233.96857,57.90247,56563.14461,0
8553-1901,1157047034163,14.10,0.05,233.96857,57.90250,56563.15112,0
12683-6102,1007115003577,15.80,0.07,325.59091,-8.36484,53705.10170,0
12683-6102,1007115003577,15.85,0.07,325.59095,-8.36482,53705.10604,0
12683-6102,1007115003577,15.82,0.07,325.59095,-8.36483,53705.11037,0
12683-6102,1007115003577,15.83,0.07,325.59093,-8.36475,53705.11473,0
12683-6102,1007115003577,15.91,0.07,325.59087,-8.36490,53713.06688,0
12683-6102,1007115003577,15.82,0.07,325.59100,-8.36495,53713.07331,0
12683-6102,1007115003577,15.84,0.07,325.59098,-8.36480,53713.07974,0
12683-6102,1007115003577,15.88,0.07,325.59091,-8.36484,53713.08616,0
12683-6102,1007115003577,15.86,0.07,325.59086,-8.36493,53562.30493,0
12683-6102,1007115003577,15.87,0.07,325.59095,-8.36492,53562.31300,0
12683-6102,1007115003577,15.79,0.07,325.59089,-8.36487,53562.32115,0
12683-6102,1007115003577,15.86,0.07,325.59090,-8.36488,53562.32926,0
12683-6102,1007115003577,15.84,0.07,325.59093,-8.36486,53563.38059,0
12683-6102,1007115003577,15.82,0.07,325.59087,-8.36491,53563.38706,0
12683-6102,1007115003577,15.83,0.07,325.59096,-8.36484,53563.39357,0
12683-6102,1007115003577,15.79,0.07,325.59098,-8.36484,53563.40000,0
12683-6102,1007115003577,15.88,0.07,325.59091,-8.36483,53525.43197,0
12683-6102,1007115003577,15.86,0.07,325.59088,-8.36487,53525.43628,0
12683-6102,1007115003577,15.87,0.07,325.59095,-8.36482,53525.44057,0
12683-6102,1007115003577,15.83,0.07,325.59088,-8.36484,53525.44485,0
12683-6102,1007115003577,15.80,0.07,325.59097,-8.36480,53551.40626,0
12683-6102,1007115003577,15.87,0.07,325.59091,-8.36478,53551.41383,0
12683-6102,1007115003577,15.79,0.07,325.59096,-8.36483,53551.42136,0
12683-6102,1007115003577,15.82,0.07,325.59091,-8.36487,53551.42891,0
12683-6102,1007115003577,15.78,0.06,325.59095,-8.36479,53686.10908,0
12683-6102,1007115003577,15.77,0.06,325.59084,-8.36484,53686.11549,0
12683-6102,1007115003577,15.85,0.07,325.59091,-8.36493,53686.12191,0
12683-6102,1007115003577,15.82,0.07,325.59085,-8.36487,53686.12833,0
12683-6102,1007115003577,15.83,0.07,325.59093,-8.36486,53699.06785,0
12683-6102,1007115003577,15.85,0.07,325.59085,-8.36492,53699.07422,0
12683-6102,1007115003577,15.84,0.07,325.59094,-8.36492,53699.08058,0
12683-6102,1007115003577,15.87,0.07,325.59087,-8.36486,53699.08695,0
12683-6102,1007115003577,15.86,0.07,325.59091,-8.36486,53646.17334,0
12683-6102,1007115003577,15.87,0.07,325.59092,-8.36491,53646.18088,0
12683-6102,1007115003577,15.75,0.07,325.59093,-8.36478,53646.18841,0
12683-6102,1007115003577,15.87,0.07,325.59095,-8.36487,53646.19597,0
12683-6102,1007115003577,15.86,0.07,325.59088,-8.36495,53637.18141,0
12683-6102,1007115003577,15.88,0.07,325.59094,-8.36483,53637.18892,0
12683-6102,1007115003577,15.86,0.07,325.59095,-8.36468,53637.19643,0
12683-6102,1007115003577,15.88,0.07,325.59094,-8.36486,53637.20395,0
12683-6102,1007115003577,15.87,0.06,325.59086,-8.36482,53976.22499,0
12683-6102,1007115003577,15.84,0.06,325.59087,-8.36485,53976.22981,0
12683-6102,1007115003577,15.85,0.06,325.59091,-8.36480,53976.23465,0
12683-6102,1007115003577,15.80,0.06,325.59095,-8.36486,53976.23950,0
12683-6102,1007115003577,15.86,0.07,325.59089,-8.36505,54070.07828,0
12683-6102,1007115003577,15.78,0.07,325.59088,-8.36478,54070.08339,0
12683-6102,1007115003577,15.85,0.07,325.59095,-8.36497,54070.08851,0
12683-6102,1007115003577,15.89,0.07,325.59084,-8.36476,54070.09364,0
12683-6102,1007115003577,15.90,0.07,325.59093,-8.36480,54081.07728,0
12683-6102,1007115003577,15.89,0.07,325.59087,-8.36484,54081.08222,0
12683-6102,1007115003577,15.95,0.07,325.59090,-8.36495,54081.08718,0
12683-6102,1007115003577,16.02,0.07,325.59086,-8.36483,54081.09212,0
12683-6102,1007115003577,15.83,0.07,325.59079,-8.36493,53917.34839,0
12683-6102,1007115003577,15.90,0.07,325.59088,-8.36480,53917.35319,0
12683-6102,1007115003577,15.79,0.07,325.59089,-8.36488,53917.35797,0
12683-6102,1007115003577,15.83,0.07,325.59090,-8.36487,53917.36278,0
12683-6102,1007115003577,15.78,0.11,325.59077,-8.36489,53925.39540,0
12683-6102,1007115003577,15.87,0.11,325.59085,-8.36473,53925.39689,0
12683-6102,1007115003577,15.81,0.11,325.59083,-8.36492,53925.39847,0
12683-6102,1007115003577,15.81,0.11,325.59095,-8.36493,53925.39994,0
12683-6102,1007115003577,15.85,0.07,325.59087,-8.36484,53937.33146,0
12683-6102,1007115003577,15.87,0.07,325.59080,-8.36494,53937.33795,0
12683-6102,1007115003577,15.88,0.07,325.59091,-8.36482,53937.34442,0
12683-6102,1007115003577,15.86,0.07,325.59090,-8.36480,53937.35088,0
12683-6102,1007115003577,15.86,0.07,325.59095,-8.36481,53887.35608,0
12683-6102,1007115003577,15.82,0.07,325.59101,-8.36486,53887.36466,0
12683-6102,1007115003577,15.79,0.07,325.59094,-8.36490,53887.37329,0
12683-6102,1007115003577,15.88,0.07,325.59089,-8.36492,53887.38191,0
12683-6102,1007115003577,15.65,0.11,325.59071,-8.36500,53903.39887,0
12683-6102,1007115003577,15.78,0.11,325.59093,-8.36466,53903.39986,0
12683-6102,1007115003577,15.82,0.11,325.59091,-8.36507,53903.40089,0
12683-6102,1007115003577,15.78,0.11,325.59085,-8.36498,53903.40194,0
12683-6102,1007115003577,15.83,0.07,325.59092,-8.36478,53906.38966,0
12683-6102,1007115003577,15.74,0.07,325.59114,-8.36476,53906.39675,0
12683-6102,1007115003577,15.86,0.07,325.59086,-8.36490,53906.40385,0
12683-6102,1007115003577,15.86,0.07,325.59094,-8.36484,53906.41094,0
12683-6102,1007115003577,15.85,0.07,325.59095,-8.36491,53881.42969,0
12683-6102,1007115003577,15.88,0.07,325.59089,-8.36482,53881.43834,0
12683-6102,1007115003577,15.86,0.07,325.59095,-8.36486,53881.44695,0
12683-6102,1007115003577,15.85,0.07,325.59097,-8.36481,53881.45556,0
12683-6102,1007115003577,15.84,0.06,325.59096,-8.36477,54028.13029,0
12683-6102,1007115003577,15.86,0.06,325.59094,-8.36479,54028.13899,0
12683-6102,1007115003577,15.81,0.06,325.59093,-8.36493,54028.14766,0
12683-6102,1007115003577,15.84,0.06,325.59087,-8.36481,54028.15635,0
12683-6102,1007115003577,15.81,0.06,325.59091,-8.36482,54029.10823,0
12683-6102,1007115003577,15.81,0.06,325.59093,-8.36489,54029.11803,0
12683-6102,1007115003577,15.80,0.06,325.59088,-8.36485,54029.12778,0
12683-6102,1007115003577,15.86,0.06,325.59093,-8.36482,54029.13752,0
12683-6102,1007115003577,15.84,0.06,325.59092,-8.36486,53992.21259,0
12683-6102,1007115003577,15.83,0.06,325.59094,-8.36485,53992.21903,0
12683-6102,1007115003577,15.85,0.06,325.59090,-8.36488,53992.22550,0
12683-6102,1007115003577,15.85,0.06,325.59089,-8.36481,53992.23192,0
12683-6102,1007115003577,15.86,0.06,325.59096,-8.36488,54439.07860,0
12683-6102,1007115003577,15.86,0.06,325.59092,-8.36495,54439.08500,0
12683-6102,1007115003577,15.91,0.07,325.59087,-8.36486,54439.09143,0
12683-6102,1007115003577,15.81,0.06,325.59090,-8.36475,54439.09785,0
12683-6102,1007115003577,15.60,0.07,325.59093,-8.36504,54454.05420,0
12683-6102,1007115003577,15.69,0.07,325.59088,-8.36486,54454.05856,0
12683-6102,1007115003577,15.73,0.07,325.59087,-8.36497,54454.06348,0
12683-6102,1007115003577,15.74,0.07,325.59091,-8.36493,54454.06789,0
12683-6102,1007115003577,15.85,0.07,325.59095,-8.36480,54260.40767,0
12683-6102,1007115003577,15.87,0.07,325.59087,-8.36487,54260.41546,0
12683-6102,1007115003577,15.86,0.07,325.59088,-8.36486,54260.42329,0
12683-6102,1007115003577,15.86,0.06,325.59103,-8.36482,54260.43112,0
12683-6102,1007115003577,15.83,0.07,325.59095,-8.36485,54233.45090,0
12683-6102,1007115003577,15.79,0.07,325.59101,-8.36485,54233.45361,0
12683-6102,1007115003577,15.82,0.07,325.59102,-8.36493,54233.45628,0
12683-6102,1007115003577,15.83,0.07,325.59091,-8.36489,54233.45896,0
12683-6102,1007115003577,15.82,0.07,325.59097,-8.36491,54244.40819,0
12683-6102,1007115003577,15.82,0.07,325.59089,-8.36479,54244.41305,0
12683-6102,1007115003577,15.81,0.07,325.59093,-8.36470,54244.41792,0
12683-6102,1007115003577,15.79,0.07,325.59095,-8.36477,54244.42278,0
12683-6102,1007115003577,15.84,0.06,325.59091,-8.36482,54406.11883,0
12683-6102,1007115003577,15.82,0.06,325.59084,-8.36478,54406.12638,0
12683-6102,1007115003577,15.81,0.06,325.59097,-8.36489,54406.13396,0
12683-6102,1007115003577,15.83,0.06,325.59091,-8.36484,54406.14153,0
12683-6102,1007115003577,15.87,0.06,325.59093,-8.36486,54419.09555,0
12683-6102,1007115003577,15.80,0.06,325.59091,-8.36484,54419.10196,0
12683-6102,1007115003577,15.84,0.06,325.59094,-8.36479,54419.10841,0
12683-6102,1007115003577,15.84,0.06,325.59087,-8.36485,54419.11485,0
12683-6102,1007115003577,15.86,0.06,325.59091,-8.36487,54377.17247,0
12683-6102,1007115003577,15.85,0.06,325.59087,-8.36490,54377.17900,0
12683-6102,1007115003577,15.83,0.06,325.59093,-8.36480,54377.18552,0
12683-6102,1007115003577,15.83,0.06,325.59097,-8.36480,54377.19198,0
12683-6102,1007115003577,15.83,0.06,325.59095,-8.36478,54385.13129,0
12683-6102,1007115003577,15.79,0.06,325.59089,-8.36473,54385.13891,0
12683-6102,1007115003577,15.79,0.06,325.59091,-8.36482,54385.14669,0
12683-6102,1007115003577,15.81,0.06,325.59095,-8.36483,54385.15433,0
12683-6102,1007115003577,15.82,0.06,325.59090,-8.36481,54388.18485,0
12683-6102,1007115003577,15.78,0.06,325.59093,-8.36481,54388.19229,0
12683-6102,1007115003577,15.80,0.06,325.59095,-8.36479,54388.19970,0
12683-6102,1007115003577,15.82,0.06,325.59096,-8.36470,54388.20714,0
12683-6102,1007115003577,15.79,0.07,325.59090,-8.36485,54347.30784,0
12683-6102,1007115003577,15.80,0.07,325.59096,-8.36490,54347.32375,0
12683-6102,1007115003577,15.81,0.07,325.59091,-8.36478,54347.33188,0
12683-6102,1007115003577,15.84,0.07,325.59094,-8.36482,54347.34000,0
12683-6102,1007115003577,15.83,0.07,325.59092,-8.36481,54353.18568,0
12683-6102,1007115003577,15.84,0.07,325.59090,-8.36475,54353.19277,0
12683-6102,1007115003577,15.80,0.06,325.59095,-8.36492,54353.19986,0
12683-6102,1007115003577,15.82,0.06,325.59090,-8.36489,54353.20694,0
12683-6102,1007115003577,15.83,0.07,325.59091,-8.36495,54631.39343,0
12683-6102,1007115003577,15.85,0.07,325.59090,-8.36489,54631.39833,0
12683-6102,1007115003577,15.83,0.07,325.59092,-8.36492,54631.40322,0
12683-6102,1007115003577,15.82,0.07,325.59091,-8.36484,54631.40807,0
12683-6102,1007115003577,15.85,0.06,325.59089,-8.36483,54788.06300,0
12683-6102,1007115003577,15.87,0.06,325.59090,-8.36482,54788.06902,0
12683-6102,1007115003577,15.83,0.06,325.59094,-8.36482,54788.07503,0
12683-6102,1007115003577,15.83,0.06,325.59090,-8.36472,54788.08100,0
12683-6102,1007115003577,15.85,0.07,325.59097,-8.36480,54800.06236,0
12683-6102,1007115003577,15.88,0.07,325.59091,-8.36482,54800.06679,0
12683-6102,1007115003577,15.78,0.07,325.59097,-8.36476,54800.07112,0
12683-6102,1007115003577,15.87,0.07,325.59087,-8.36491,54800.07553,0
12683-6102,1007115003577,15.87,0.07,325.59093,-8.36498,54740.18404,0
12683-6102,1007115003577,15.78,0.06,325.59088,-8.36472,54740.19258,0
12683-6102,1007115003577,15.84,0.07,325.59092,-8.36494,54740.20103,0
12683-6102,1007115003577,15.84,0.07,325.59082,-8.36477,54740.20954,0
12683-6102,1007115003577,15.86,0.06,325.59093,-8.36496,54765.12767,0
12683-6102,1007115003577,15.83,0.06,325.59090,-8.36487,54765.13665,0
12683-6102,1007115003577,15.82,0.06,325.59090,-8.36485,54765.14470,0
12683-6102,1007115003577,15.85,0.06,325.59093,-8.36491,54765.15274,0
12683-6102,1007115003577,15.87,0.06,325.59093,-8.36489,54716.26305,0
12683-6102,1007115003577,15.83,0.06,325.59093,-8.36480,54716.26949,0
12683-6102,1007115003577,15.84,0.06,325.59091,-8.36495,54716.27764,0
12683-6102,1007115003577,15.84,0.06,325.59093,-8.36485,54716.28950,0
12683-6102,1007115003577,15.82,0.06,325.59093,-8.36484,54729.17055,0
12683-6102,1007115003577,15.88,0.06,325.59091,-8.36491,54729.17705,0
12683-6102,1007115003577,15.82,0.06,325.59098,-8.36484,54729.18355,0
12683-6102,1007115003577,15.82,0.06,325.59098,-8.36481,54729.19003,0
12683-6102,1007115003577,15.82,0.06,325.59097,-8.36484,54736.13839,0
12683-6102,1007115003577,15.89,0.06,325.59090,-8.36477,54736.14440,0
12683-6102,1007115003577,15.82,0.06,325.59089,-8.36489,54736.15047,0
12683-6102,1007115003577,15.79,0.06,325.59093,-8.36475,54736.15642,0
12683-6102,1007115003577,15.79,0.06,325.59092,-8.36486,55058.28978,0
12683-6102,1007115003577,15.88,0.06,325.59096,-8.36478,55058.29698,0
12683-6102,1007115003577,15.82,0.06,325.59092,-8.36479,55058.30420,0
12683-6102,1007115003577,15.78,0.06,325.59090,-8.36469,55058.31146,0
12683-6102,1007115003577,15.79,0.06,325.59090,-8.36486,55070.25036,0
12683-6102,1007115003577,15.81,0.06,325.59091,-8.36481,55070.25858,0
12683-6102,1007115003577,15.85,0.07,325.59090,-8.36488,55070.26686,0
12683-6102,1007115003577,15.80,0.06,325.59092,-8.36480,55070.27501,0
12683-6102,1007115003577,15.88,0.07,325.59083,-8.36486,55042.27541,0
12683-6102,1007115003577,15.82,0.07,325.59092,-8.36468,55042.27994,0
12683-6102,1007115003577,15.88,0.07,325.59092,-8.36478,55042.28451,0
12683-6102,1007115003577,15.83,0.07,325.59086,-8.36481,55042.28909,0
12683-6102,1007115003577,15.78,0.06,325.59092,-8.36476,55006.39297,0
12683-6102,1007115003577,15.78,0.06,325.59094,-8.36485,55006.40014,0
12683-6102,1007115003577,15.84,0.07,325.59086,-8.36492,55006.40729,0
12683-6102,1007115003577,15.80,0.07,325.59085,-8.36477,55006.41463,0
12683-6102,1007115003577,15.74,0.07,325.59093,-8.36490,54953.47959,0
12683-6102,1007115003577,15.85,0.08,325.59093,-8.36475,54953.48125,0
12683-6102,1007115003577,15.79,0.08,325.59096,-8.36470,54953.48339,0
12683-6102,1007115003577,15.80,0.07,325.59097,-8.36476,54978.42258,0
12683-6102,1007115003577,15.77,0.06,325.59088,-8.36481,54978.43040,0
12683-6102,1007115003577,15.84,0.07,325.59098,-8.36483,54978.43835,0
12683-6102,1007115003577,15.78,0.06,325.59103,-8.36473,54978.44629,0
12683-6102,1007115003577,15.84,0.07,325.59091,-8.36485,55146.10875,0
12683-6102,1007115003577,15.88,0.07,325.59097,-8.36493,55146.11601,0
12683-6102,1007115003577,15.83,0.07,325.59092,-8.36479,55146.12318,0
12683-6102,1007115003577,15.83,0.07,325.59087,-8.36477,55146.13052,0
12683-6102,1007115003577,15.80,0.07,325.59091,-8.36505,55162.06417,0
12683-6102,1007115003577,15.78,0.07,325.59086,-8.36479,55162.06710,0
12683-6102,1007115003577,15.85,0.07,325.59101,-8.36497,55162.07007,0
12683-6102,1007115003577,15.82,0.07,325.59095,-8.36496,55162.07302,0
12683-6102,1007115003577,15.85,0.07,325.59090,-8.36482,55118.10482,0
12683-6102,1007115003577,15.87,0.07,325.59090,-8.36482,55118.11103,0
12683-6102,1007115003577,15.81,0.06,325.59088,-8.36483,55118.11723,0
12683-6102,1007115003577,15.81,0.06,325.59094,-8.36483,55118.12335,0
12683-6102,1007115003577,15.78,0.07,325.59095,-8.36482,55084.24039,0
12683-6102,1007115003577,15.83,0.07,325.59096,-8.36482,55084.24583,0
12683-6102,1007115003577,15.91,0.07,325.59090,-8.36485,55084.25122,0
12683-6102,1007115003577,15.78,0.07,325.59081,-8.36503,55084.25664,0
12683-6102,1007115003577,15.84,0.07,325.59089,-8.36487,55532.09064,0
12683-6102,1007115003577,15.80,0.07,325.59084,-8.36478,55532.10065,0
12683-6102,1007115003577,15.80,0.07,325.59094,-8.36475,55532.10567,0
12683-6102,1007115003577,15.80,0.07,325.59091,-8.36488,55539.06827,0
12683-6102,1007115003577,15.81,0.07,325.59088,-8.36476,55539.07979,0
12683-6102,1007115003577,15.90,0.07,325.59091,-8.36486,55539.08554,0
12683-6102,1007115003577,15.83,0.07,325.59083,-8.36483,55383.32737,0
12683-6102,1007115003577,15.83,0.07,325.59087,-8.36486,55383.33308,0
12683-6102,1007115003577,15.84,0.07,325.59083,-8.36480,55383.33882,0
12683-6102,1007115003577,15.82,0.07,325.59088,-8.36490,55383.34459,0
12683-6102,1007115003577,15.84,0.07,325.59091,-8.36486,55352.41175,0
12683-6102,1007115003577,15.80,0.06,325.59082,-8.36482,55352.41979,0
12683-6102,1007115003577,15.83,0.06,325.59093,-8.36488,55352.42776,0
12683-6102,1007115003577,15.84,0.06,325.59095,-8.36485,55352.43586,0
12683-6102,1007115003577,15.85,0.07,325.59091,-8.36476,55361.37786,0
12683-6102,1007115003577,15.83,0.07,325.59090,-8.36488,55361.38585,0
12683-6102,1007115003577,15.83,0.07,325.59096,-8.36488,55361.39402,0
12683-6102,1007115003577,15.83,0.07,325.59089,-8.36485,55361.40217,0
12683-6102,1007115003577,15.80,0.07,325.59096,-8.36478,55367.39641,0
12683-6102,1007115003577,15.82,0.07,325.59092,-8.36487,55367.40342,0
12683-6102,1007115003577,15.81,0.07,325.59098,-8.36476,55367.41041,0
12683-6102,1007115003577,15.81,0.07,325.59091,-8.36475,55367.41736,0
12683-6102,1007115003577,15.86,0.07,325.59093,-8.36473,55333.44597,0
12683-6102,1007115003577,15.85,0.07,325.59095,-8.36478,55333.45170,0
12683-6102,1007115003577,15.83,0.07,325.59094,-8.36486,55333.45753,0
