InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
7981-9102,1112119047419,15.54,0.10,338.40991,13.21222,53905.42557,0
7981-9102,1112119047419,15.59,0.07,338.40973,13.21222,53861.45776,0
7981-9102,1112119047419,15.55,0.07,338.40984,13.21220,53861.46213,0
7981-9102,1112119047419,15.57,0.07,338.40990,13.21217,53861.46636,0
7981-9102,1112119047419,15.66,0.07,338.40981,13.21223,53861.47090,0
7981-9102,1112119047419,15.68,0.06,338.40976,13.21224,54053.12485,0
7981-9102,1112119047419,15.65,0.06,338.40979,13.21221,54053.13141,0
7981-9102,1112119047419,15.70,0.06,338.40975,13.21225,54053.13789,0
7981-9102,1112119047419,15.66,0.06,338.40973,13.21227,54053.14438,0
7981-9102,1112119047419,15.71,0.06,338.40976,13.21222,54064.09691,0
7981-9102,1112119047419,15.67,0.06,338.40977,13.21223,54064.10442,0
7981-9102,1112119047419,15.66,0.06,338.40979,13.21227,54064.11193,0
7981-9102,1112119047419,15.67,0.06,338.40979,13.21228,54064.11943,0
7981-9102,1112119047419,15.70,0.06,338.40976,13.21224,54025.25502,0
7981-9102,1112119047419,15.68,0.06,338.40969,13.21222,54025.26167,0
7981-9102,1112119047419,15.68,0.06,338.40979,13.21226,54025.26835,0
7981-9102,1112119047419,15.67,0.06,338.40971,13.21221,54025.27498,0
7981-9102,1112119047419,15.66,0.06,338.40972,13.21223,54034.11079,0
7981-9102,1112119047419,15.70,0.06,338.40972,13.21223,54034.11883,0
7981-9102,1112119047419,15.71,0.06,338.40971,13.21224,54034.12824,0
7981-9102,1112119047419,15.68,0.06,338.40975,13.21224,54034.13629,0
7981-9102,1112119047419,15.64,0.06,338.40985,13.21221,53989.30890,0
7981-9102,1112119047419,15.66,0.06,338.40973,13.21224,53989.31585,0
7981-9102,1112119047419,15.61,0.06,338.40975,13.21221,53989.32283,0
7981-9102,1112119047419,15.62,0.06,338.40975,13.21222,53989.32978,0
7981-9102,1112119047419,15.68,0.06,338.40970,13.21224,54005.19293,0
7981-9102,1112119047419,15.69,0.06,338.40978,13.21225,54005.19942,0
7981-9102,1112119047419,15.68,0.06,338.40982,13.21226,54005.20591,0
7981-9102,1112119047419,15.68,0.06,338.40972,13.21219,54005.21236,0
7981-9102,1112119047419,15.63,0.06,338.40972,13.21223,54450.10633,0
7981-9102,1112119047419,15.68,0.06,338.40980,13.21221,54450.11295,0
7981-9102,1112119047419,15.69,0.06,338.40977,13.21220,54450.11957,0
7981-9102,1112119047419,15.64,0.06,338.40980,13.21226,54450.12617,0
7981-9102,1112119047419,15.62,0.06,338.40972,13.21224,54453.10604,0
7981-9102,1112119047419,15.53,0.06,338.40983,13.21213,54453.11086,0
7981-9102,1112119047419,15.64,0.06,338.40975,13.21226,54453.11572,0
7981-9102,1112119047419,15.56,0.06,338.40974,13.21226,54453.12057,0
7981-9102,1112119047419,15.69,0.06,338.40982,13.21224,54116.09668,0
7981-9102,1112119047419,15.68,0.06,338.40973,13.21220,54116.10164,0
7981-9102,1112119047419,15.68,0.06,338.40986,13.21217,54116.10656,0
7981-9102,1112119047419,15.68,0.06,338.40967,13.21217,54116.11149,0
7981-9102,1112119047419,17.00,0.08,338.40975,13.21228,54292.38525,0
7981-9102,1112119047419,16.32,0.07,338.40996,13.21213,54292.38844,0
7981-9102,1112119047419,15.99,0.07,338.40988,13.21238,54292.39163,0
7981-9102,1112119047419,15.68,0.06,338.40978,13.21221,54256.39441,0
7981-9102,1112119047419,15.69,0.06,338.40991,13.21227,54256.40143,0
7981-9102,1112119047419,15.66,0.06,338.40986,13.21216,54256.40841,0
7981-9102,1112119047419,15.71,0.06,338.40984,13.21225,54256.41539,0
7981-9102,1112119047419,15.68,0.06,338.40981,13.21224,54264.37397,0
7981-9102,1112119047419,15.68,0.06,338.40974,13.21218,54264.38152,0
7981-9102,1112119047419,15.67,0.06,338.40977,13.21227,54264.38906,0
7981-9102,1112119047419,15.67,0.06,338.40978,13.21225,54264.39661,0
7981-9102,1112119047419,15.69,0.06,338.40968,13.21224,54271.36957,0
7981-9102,1112119047419,15.68,0.06,338.40971,13.21224,54271.37440,0
7981-9102,1112119047419,15.68,0.06,338.40973,13.21227,54271.37926,0
7981-9102,1112119047419,15.65,0.06,338.40976,13.21225,54271.38412,0
7981-9102,1112119047419,15.71,0.06,338.40976,13.21229,54277.39966,0
7981-9102,1112119047419,15.71,0.06,338.40970,13.21225,54277.40534,0
7981-9102,1112119047419,15.70,0.06,338.40976,13.21222,54277.41099,0
7981-9102,1112119047419,15.66,0.07,338.40983,13.21225,54277.41668,0
7981-9102,1112119047419,15.67,0.06,338.40973,13.21221,54241.44176,0
7981-9102,1112119047419,15.68,0.06,338.40969,13.21223,54241.45197,0
7981-9102,1112119047419,15.70,0.06,338.40974,13.21217,54241.46641,0
7981-9102,1112119047419,15.62,0.06,338.40973,13.21219,54407.10733,0
7981-9102,1112119047419,15.67,0.06,338.40982,13.21221,54407.11381,0
7981-9102,1112119047419,15.66,0.06,338.40970,13.21227,54407.12031,0
7981-9102,1112119047419,15.64,0.06,338.40972,13.21221,54407.12682,0
7981-9102,1112119047419,15.61,0.06,338.40972,13.21222,54413.15954,0
7981-9102,1112119047419,15.64,0.06,338.40978,13.21226,54413.16600,0
7981-9102,1112119047419,15.63,0.06,338.40972,13.21230,54413.17248,0
7981-9102,1112119047419,15.62,0.06,338.40974,13.21223,54413.17898,0
7981-9102,1112119047419,15.62,0.06,338.40989,13.21219,54420.11796,0
7981-9102,1112119047419,15.62,0.06,338.40975,13.21223,54420.12445,0
7981-9102,1112119047419,15.61,0.06,338.40986,13.21220,54420.13409,0
7981-9102,1112119047419,15.63,0.06,338.40974,13.21228,54420.14055,0
7981-9102,1112119047419,15.67,0.06,338.40979,13.21219,54381.12554,0
7981-9102,1112119047419,15.63,0.06,338.40968,13.21223,54381.13301,0
7981-9102,1112119047419,15.63,0.06,338.40979,13.21225,54381.14049,0
7981-9102,1112119047419,15.69,0.06,338.40976,13.21220,54381.14800,0
7981-9102,1112119047419,15.68,0.06,338.40979,13.21222,54392.17210,0
7981-9102,1112119047419,15.62,0.06,338.40974,13.21222,54392.18021,0
7981-9102,1112119047419,15.64,0.06,338.40982,13.21220,54392.18829,0
7981-9102,1112119047419,15.68,0.06,338.40974,13.21225,54392.19639,0
7981-9102,1112119047419,15.60,0.06,338.40976,13.21228,54353.30242,0
7981-9102,1112119047419,15.60,0.06,338.40977,13.21224,54353.31127,0
7981-9102,1112119047419,15.62,0.06,338.40972,13.21226,54353.32084,0
7981-9102,1112119047419,15.64,0.06,338.40979,13.21224,54353.32962,0
7981-9102,1112119047419,15.60,0.06,338.40974,13.21221,54802.13187,0
7981-9102,1112119047419,15.61,0.06,338.40973,13.21224,54802.13725,0
7981-9102,1112119047419,15.56,0.06,338.40970,13.21226,54802.14264,0
7981-9102,1112119047419,15.61,0.06,338.40971,13.21222,54802.14806,0
7981-9102,1112119047419,15.65,0.06,338.40976,13.21228,54650.43999,0
7981-9102,1112119047419,15.64,0.06,338.40976,13.21224,54650.44537,0
7981-9102,1112119047419,15.64,0.06,338.40980,13.21222,54650.45074,0
7981-9102,1112119047419,15.66,0.06,338.40977,13.21225,54650.45610,0
7981-9102,1112119047419,15.68,0.06,338.40976,13.21213,54631.35719,0
7981-9102,1112119047419,15.64,0.06,338.40977,13.21221,54631.36269,0
7981-9102,1112119047419,15.62,0.06,338.40971,13.21225,54631.36816,0
7981-9102,1112119047419,15.64,0.06,338.40971,13.21223,54631.37403,0
7981-9102,1112119047419,15.71,0.07,338.40966,13.21224,54592.45778,0
7981-9102,1112119047419,15.76,0.07,338.40980,13.21228,54592.46039,0
7981-9102,1112119047419,15.64,0.07,338.40980,13.21219,54592.46299,0
7981-9102,1112119047419,15.65,0.07,338.40967,13.21214,54592.46557,0
7981-9102,1112119047419,15.63,0.07,338.40975,13.21231,54600.43520,0
7981-9102,1112119047419,15.67,0.07,338.40966,13.21228,54600.44113,0
7981-9102,1112119047419,15.69,0.07,338.40978,13.21223,54600.44707,0
7981-9102,1112119047419,15.69,0.07,338.40981,13.21222,54600.45301,0
7981-9102,1112119047419,15.65,0.06,338.40978,13.21226,54771.13022,0
7981-9102,1112119047419,15.61,0.06,338.40979,13.21221,54771.13502,0
7981-9102,1112119047419,15.61,0.06,338.40980,13.21225,54771.13990,0
7981-9102,1112119047419,15.61,0.06,338.40978,13.21226,54771.14468,0
7981-9102,1112119047419,15.61,0.06,338.40978,13.21220,54777.09968,0
7981-9102,1112119047419,15.62,0.06,338.40984,13.21225,54777.11129,0
7981-9102,1112119047419,15.61,0.06,338.40981,13.21229,54777.12284,0
7981-9102,1112119047419,15.61,0.06,338.40966,13.21225,54777.13452,0
7981-9102,1112119047419,15.63,0.06,338.40983,13.21223,54745.20517,0
7981-9102,1112119047419,15.61,0.06,338.40975,13.21225,54745.21243,0
7981-9102,1112119047419,15.61,0.06,338.40973,13.21221,54745.21965,0
7981-9102,1112119047419,15.62,0.06,338.40978,13.21224,54745.22696,0
7981-9102,1112119047419,15.63,0.06,338.40978,13.21227,54764.12900,0
7981-9102,1112119047419,15.60,0.06,338.40974,13.21219,54764.13812,0
7981-9102,1112119047419,15.62,0.06,338.40981,13.21226,54764.14732,0
7981-9102,1112119047419,15.58,0.06,338.40978,13.21219,54764.15654,0
7981-9102,1112119047419,15.61,0.06,338.40981,13.21225,54718.22847,0
7981-9102,1112119047419,15.64,0.06,338.40975,13.21225,54718.23293,0
7981-9102,1112119047419,15.68,0.06,338.40974,13.21224,54718.23727,0
7981-9102,1112119047419,15.58,0.06,338.40984,13.21215,54718.24154,0
7981-9102,1112119047419,15.60,0.06,338.40974,13.21221,54731.33382,0
7981-9102,1112119047419,15.59,0.06,338.40975,13.21226,54731.34104,0
7981-9102,1112119047419,15.61,0.06,338.40982,13.21220,54731.34818,0
7981-9102,1112119047419,15.63,0.06,338.40979,13.21225,54731.35549,0
7981-9102,1112119047419,15.63,0.06,338.40977,13.21221,55059.36638,0
7981-9102,1112119047419,15.61,0.06,338.40977,13.21223,55059.37372,0
7981-9102,1112119047419,15.64,0.06,338.40977,13.21220,55059.38096,0
7981-9102,1112119047419,15.63,0.06,338.40969,13.21222,55059.38822,0
7981-9102,1112119047419,15.65,0.06,338.40980,13.21220,55070.33140,0
7981-9102,1112119047419,15.60,0.06,338.40978,13.21225,55070.33855,0
7981-9102,1112119047419,15.62,0.06,338.40976,13.21218,55070.34570,0
7981-9102,1112119047419,15.62,0.06,338.40974,13.21223,55070.35287,0
7981-9102,1112119047419,15.58,0.07,338.40976,13.21222,55074.25232,0
7981-9102,1112119047419,15.66,0.07,338.40967,13.21214,55074.25664,0
7981-9102,1112119047419,15.70,0.07,338.40984,13.21222,55074.26089,0
7981-9102,1112119047419,15.68,0.07,338.40981,13.21222,55074.26520,0
7981-9102,1112119047419,15.64,0.07,338.40977,13.21225,55043.31151,0
7981-9102,1112119047419,15.63,0.07,338.40978,13.21227,55043.31927,0
7981-9102,1112119047419,15.69,0.07,338.40976,13.21227,55043.32696,0
7981-9102,1112119047419,15.64,0.07,338.40967,13.21221,55043.33461,0
7981-9102,1112119047419,15.67,0.06,338.40978,13.21225,55143.12907,0
7981-9102,1112119047419,15.67,0.06,338.40971,13.21223,55143.13618,0
7981-9102,1112119047419,15.65,0.06,338.40975,13.21227,55143.14720,0
7981-9102,1112119047419,15.64,0.06,338.40982,13.21218,55143.15443,0
7981-9102,1112119047419,15.65,0.06,338.40978,13.21222,55154.11771,0
7981-9102,1112119047419,15.63,0.06,338.40978,13.21219,55154.12497,0
7981-9102,1112119047419,15.60,0.06,338.40972,13.21225,55154.13223,0
7981-9102,1112119047419,15.66,0.06,338.40971,13.21220,55154.13958,0
7981-9102,1112119047419,15.65,0.06,338.40975,13.21222,55120.16805,0
7981-9102,1112119047419,15.64,0.06,338.40976,13.21223,55120.17472,0
7981-9102,1112119047419,15.65,0.06,338.40971,13.21222,55120.18136,0
7981-9102,1112119047419,15.67,0.06,338.40976,13.21226,55120.18810,0
7981-9102,1112119047419,15.62,0.06,338.40971,13.21232,55129.16028,0
7981-9102,1112119047419,15.64,0.06,338.40974,13.21226,55129.16820,0
7981-9102,1112119047419,15.68,0.06,338.40972,13.21226,55129.17616,0
7981-9102,1112119047419,15.66,0.06,338.40977,13.21223,55129.18423,0
7981-9102,1112119047419,15.70,0.06,338.40973,13.21228,55085.27403,0
7981-9102,1112119047419,15.66,0.06,338.40974,13.21227,55085.27888,0
7981-9102,1112119047419,15.68,0.06,338.40980,13.21224,55085.28371,0
7981-9102,1112119047419,15.60,0.06,338.40980,13.21225,55085.28861,0
7981-9102,1112119047419,15.66,0.06,338.40973,13.21217,55091.23950,0
7981-9102,1112119047419,15.66,0.06,338.40975,13.21221,55091.24956,0
7981-9102,1112119047419,15.67,0.06,338.40973,13.21222,55091.25955,0
7981-9102,1112119047419,15.68,0.06,338.40973,13.21223,55091.26965,0
7981-9102,1112119047419,15.64,0.06,338.40983,13.21230,55099.13050,0
7981-9102,1112119047419,15.66,0.06,338.40971,13.21219,55099.13662,0
7981-9102,1112119047419,15.62,0.06,338.40973,13.21222,55099.14267,0
7981-9102,1112119047419,15.68,0.06,338.40978,13.21222,55099.14877,0
7981-9102,1112119047419,15.62,0.06,338.40981,13.21226,55533.06441,0
7981-9102,1112119047419,15.62,0.06,338.40977,13.21223,55533.07780,0
7981-9102,1112119047419,15.67,0.06,338.40982,13.21230,55533.08451,0
7981-9102,1112119047419,15.66,0.06,338.40976,13.21223,55381.39103,0
7981-9102,1112119047419,15.63,0.06,338.40969,13.21227,55381.39886,0
7981-9102,1112119047419,15.66,0.06,338.40977,13.21223,55381.40673,0
7981-9102,1112119047419,15.62,0.06,338.40983,13.21223,55381.41458,0
7981-9102,1112119047419,15.69,0.06,338.40973,13.21224,55357.44689,0
7981-9102,1112119047419,15.69,0.06,338.40972,13.21226,55357.45208,0
7981-9102,1112119047419,15.65,0.06,338.40975,13.21219,55357.45731,0
7981-9102,1112119047419,15.64,0.06,338.40973,13.21217,55357.46251,0
7981-9102,1112119047419,15.66,0.06,338.40970,13.21229,55365.39728,0
7981-9102,1112119047419,15.67,0.06,338.40977,13.21220,55365.40189,0
7981-9102,1112119047419,15.64,0.06,338.40975,13.21220,55365.40657,0
7981-9102,1112119047419,15.64,0.06,338.40970,13.21226,55365.41121,0
7981-9102,1112119047419,15.63,0.06,338.40971,13.21220,55368.38283,0
7981-9102,1112119047419,15.64,0.06,338.40978,13.21216,55368.38789,0
7981-9102,1112119047419,15.66,0.06,338.40974,13.21221,55368.39303,0
7981-9102,1112119047419,15.67,0.06,338.40975,13.21223,55368.39811,0
7981-9102,1112119047419,15.70,0.06,338.40971,13.21223,55333.42799,0
7981-9102,1112119047419,15.65,0.06,338.40981,13.21227,55333.43263,0
7981-9102,1112119047419,15.68,0.06,338.40972,13.21224,55333.43728,0
7981-9102,1112119047419,15.70,0.06,338.40978,13.21223,55333.44194,0
7981-9102,1112119047419,15.67,0.06,338.40971,13.21225,55501.16015,0
7981-9102,1112119047419,15.65,0.06,338.40975,13.21227,55501.17612,0
7981-9102,1112119047419,15.70,0.06,338.40974,13.21223,55501.18414,0
7981-9102,1112119047419,15.65,0.06,338.40984,13.21224,55511.10860,0
7981-9102,1112119047419,15.67,0.06,338.40978,13.21220,55511.12239,0
7981-9102,1112119047419,15.65,0.06,338.40975,13.21224,55511.12927,0
7981-9102,1112119047419,15.88,0.10,338.41013,13.21207,55470.20297,0
7981-9102,1112119047419,15.72,0.06,338.40975,13.21221,55470.21433,0
7981-9102,1112119047419,15.73,0.06,338.40986,13.21222,55470.22002,0
7981-9102,1112119047419,15.69,0.06,338.40972,13.21224,55477.10413,0
7981-9102,1112119047419,15.69,0.06,338.40978,13.21230,55477.11440,0
7981-9102,1112119047419,15.68,0.06,338.40973,13.21226,55477.11957,0
7981-9102,1112119047419,15.71,0.06,338.40973,13.21222,55482.20503,0
7981-9102,1112119047419,15.71,0.06,338.40970,13.21222,55482.21876,0
7981-9102,1112119047419,15.73,0.06,338.40976,13.21228,55482.22564,0
7981-9102,1112119047419,15.62,0.06,338.40974,13.21226,55823.21233,0
7981-9102,1112119047419,15.62,0.06,338.40971,13.21227,55823.21919,0
7981-9102,1112119047419,15.63,0.06,338.40977,13.21228,55823.22607,0
7981-9102,1112119047419,15.60,0.06,338.40978,13.21221,55823.23281,0
7981-9102,1112119047419,15.58,0.06,338.40981,13.21228,55854.19028,0
7981-9102,1112119047419,15.59,0.06,338.40979,13.21221,55854.19537,0
7981-9102,1112119047419,15.58,0.06,338.40976,13.21221,55854.20047,0
7981-9102,1112119047419,15.59,0.06,338.40979,13.21226,55854.20561,0
7981-9102,1112119047419,15.58,0.06,338.40980,13.21222,55922.09114,0
7981-9102,1112119047419,15.60,0.06,338.40970,13.21223,55922.09794,0
7981-9102,1112119047419,15.58,0.06,338.40979,13.21221,55922.10468,0
7981-9102,1112119047419,15.61,0.06,338.40973,13.21225,55922.11147,0
7981-9102,1112119047419,15.59,0.06,338.40972,13.21224,55929.06690,0
7981-9102,1112119047419,15.53,0.06,338.40983,13.21222,55929.07153,0
7981-9102,1112119047419,15.58,0.06,338.40977,13.21222,55929.07606,0
7981-9102,1112119047419,15.59,0.06,338.40976,13.21221,55929.08065,0
7981-9102,1112119047419,15.57,0.06,338.40979,13.21223,56064.44770,0
7981-9102,1112119047419,15.54,0.06,338.40977,13.21224,56064.45343,0
7981-9102,1112119047419,15.57,0.06,338.40978,13.21224,56064.45921,0
7981-9102,1112119047419,15.56,0.06,338.40980,13.21215,56064.46501,0
7981-9102,1112119047419,15.60,0.06,338.40980,13.21225,56074.43750,0
7981-9102,1112119047419,15.57,0.06,338.40983,13.21220,56074.44089,0
7981-9102,1112119047419,15.58,0.06,338.40974,13.21223,56074.44428,0
7981-9102,1112119047419,15.60,0.06,338.40975,13.21221,56074.44765,0
7981-9102,1112119047419,15.55,0.06,338.40976,13.21221,56093.36343,0
7981-9102,1112119047419,15.62,0.06,338.40982,13.21222,56093.37026,0
7981-9102,1112119047419,15.59,0.06,338.40975,13.21220,56093.37715,0
7981-9102,1112119047419,15.59,0.06,338.40976,13.21226,56093.38394,0
7981-9102,1112119047419,15.59,0.06,338.40984,13.21231,56100.36574,0
7981-9102,1112119047419,15.61,0.06,338.40975,13.21228,56100.37260,0
7981-9102,1112119047419,15.58,0.06,338.40977,13.21228,56100.37937,0
7981-9102,1112119047419,15.57,0.06,338.40971,13.21225,56100.38624,0
7981-9102,1112119047419,15.60,0.06,338.40978,13.21224,56164.31995,0
7981-9102,1112119047419,15.62,0.06,338.40975,13.21226,56164.32559,0
7981-9102,1112119047419,15.57,0.06,338.40979,13.21225,56164.33130,0
7981-9102,1112119047419,15.56,0.06,338.40983,13.21224,56164.33693,0
7981-9102,1112119047419,15.61,0.06,338.40976,13.21234,56186.13599,0
7981-9102,1112119047419,15.60,0.06,338.40980,13.21222,56186.14015,0
7981-9102,1112119047419,15.63,0.06,338.40967,13.21226,56186.14425,0
7981-9102,1112119047419,15.60,0.06,338.40977,13.21228,56186.14839,0
7981-9102,1112119047419,15.61,0.06,338.40981,13.21224,56193.18161,0
7981-9102,1112119047419,15.56,0.06,338.40971,13.21223,56193.18503,0
7981-9102,1112119047419,15.60,0.06,338.40978,13.21227,56193.18841,0
7981-9102,1112119047419,15.57,0.06,338.40975,13.21219,56193.19184,0
7981-9102,1112119047419,15.53,0.06,338.40978,13.21224,56204.26321,0
7981-9102,1112119047419,15.55,0.06,338.40978,13.21221,56204.27050,0
7981-9102,1112119047419,15.55,0.06,338.40968,13.21221,56204.27783,0
7981-9102,1112119047419,15.57,0.06,338.40976,13.21225,56204.28507,0
7981-9102,1112119047419,15.58,0.06,338.40981,13.21218,56214.12225,0
7981-9102,1112119047419,15.54,0.06,338.40975,13.21226,56214.13128,0
7981-9102,1112119047419,15.60,0.06,338.40970,13.21224,56214.14028,0
7981-9102,1112119047419,15.59,0.06,338.40973,13.21224,56214.14931,0
7981-9102,1112119047419,15.58,0.06,338.40973,13.21225,56220.12109,0
7981-9102,1112119047419,15.57,0.06,338.40981,13.21226,56220.12658,0
7981-9102,1112119047419,15.57,0.06,338.40978,13.21227,56220.13197,0
7981-9102,1112119047419,15.72,0.07,338.40978,13.21221,56220.13742,0
7981-9102,1112119047419,15.56,0.06,338.40978,13.21224,56237.10013,0
7981-9102,1112119047419,15.59,0.06,338.40976,13.21228,56237.10711,0
7981-9102,1112119047419,15.60,0.06,338.40977,13.21226,56237.11412,0
7981-9102,1112119047419,15.57,0.06,338.40979,13.21226,56237.12115,0
7981-9102,1112119047419,15.57,0.06,338.40975,13.21229,56298.07618,0
7981-9102,1112119047419,15.58,0.06,338.40974,13.21224,56298.08117,0
7981-9102,1112119047419,15.58,0.06,338.40982,13.21224,56298.08624,0
7981-9102,1112119047419,15.61,0.06,338.40987,13.21219,56298.09131,0
7981-9102,1112119047419,15.57,0.06,338.40984,13.21220,56447.40251,0
7981-9102,1112119047419,15.56,0.06,338.40976,13.21221,56447.40928,0
7981-9102,1112119047419,15.57,0.06,338.40978,13.21221,56447.41610,0
7981-9102,1112119047419,15.54,0.06,338.40980,13.21219,56447.42283,0
7981-9102,1112119047419,15.57,0.06,338.40978,13.21224,56454.40458,0
7981-9102,1112119047419,15.57,0.06,338.40979,13.21221,56454.40965,0
7981-9102,1112119047419,15.57,0.06,338.40983,13.21223,56454.41475,0
7981-9102,1112119047419,15.56,0.06,338.40978,13.21222,56454.41977,0
7981-9102,1112119047419,15.55,0.06,338.40975,13.21224,56462.40443,0
7981-9102,1112119047419,15.58,0.06,338.40982,13.21228,56462.40949,0
7981-9102,1112119047419,15.57,0.06,338.40981,13.21227,56462.41464,0
7981-9102,1112119047419,15.54,0.06,338.40980,13.21217,56462.41975,0
7981-9102,1112119047419,15.61,0.06,338.40975,13.21217,56538.30563,0
7981-9102,1112119047419,15.58,0.06,338.40983,13.21214,56538.30904,0
7981-9102,1112119047419,15.59,0.06,338.40981,13.21218,56538.31245,0
7981-9102,1112119047419,15.59,0.06,338.40982,13.21219,56538.31582,0
7981-9102,1112119047419,15.59,0.06,338.40976,13.21216,56563.33448,0
7981-9102,1112119047419,15.61,0.06,338.40978,13.21220,56563.34116,0
7981-9102,1112119047419,15.60,0.06,338.40989,13.21222,56563.34776,0
7981-9102,1112119047419,15.61,0.06,338.40981,13.21221,56563.35433,0
7981-9102,1112119047419,15.66,0.06,338.40983,13.21218,56572.23506,0
7981-9102,1112119047419,15.61,0.06,338.40980,13.21221,56572.24114,0
7981-9102,1112119047419,15.62,0.06,338.40983,13.21222,56572.24734,0
7981-9102,1112119047419,15.62,0.06,338.40984,13.21220,56572.25352,0
7981-9102,1112119047419,15.58,0.06,338.40979,13.21216,56578.11090,0
7981-9102,1112119047419,15.58,0.06,338.40976,13.21225,56578.11592,0
7981-9102,1112119047419,15.62,0.06,338.40999,13.21215,56578.12091,0
7981-9102,1112119047419,15.61,0.06,338.40973,13.21217,56578.12594,0
7981-9102,1112119047419,15.57,0.06,338.40984,13.21218,56587.18989,0
7981-9102,1112119047419,15.66,0.06,338.40994,13.21213,56587.19594,0
7981-9102,1112119047419,15.59,0.06,338.40984,13.21217,56587.20200,0
7981-9102,1112119047419,15.56,0.06,338.40982,13.21225,56587.20804,0
10837-3701,1101057016358,14.82,0.06,160.14366, 0.81730,53464.23064,0
10837-3701,1101057016358,14.84,0.06,160.14370, 0.81737,53464.23895,0
10837-3701,1101057016358,14.82,0.06,160.14372, 0.81735,53464.24744,0
10837-3701,1101057016358,14.83,0.06,160.14369, 0.81734,53464.25554,0
10837-3701,1101057016358,14.84,0.06,160.14368, 0.81729,53729.44053,0
10837-3701,1101057016358,14.83,0.06,160.14367, 0.81735,53729.44991,0
10837-3701,1101057016358,14.82,0.06,160.14371, 0.81736,53729.45924,0
10837-3701,1101057016358,14.81,0.06,160.14370, 0.81732,53729.46866,0
10837-3701,1101057016358,14.85,0.06,160.14367, 0.81734,53526.15836,0
10837-3701,1101057016358,14.84,0.06,160.14368, 0.81732,53526.16491,0
10837-3701,1101057016358,14.81,0.06,160.14367, 0.81735,53526.17142,0
10837-3701,1101057016358,14.80,0.06,160.14371, 0.81737,53526.17791,0
10837-3701,1101057016358,14.85,0.06,160.14375, 0.81729,53533.16713,0
10837-3701,1101057016358,14.79,0.06,160.14377, 0.81734,53533.17355,0
10837-3701,1101057016358,14.81,0.06,160.14380, 0.81731,53533.17995,0
10837-3701,1101057016358,14.81,0.06,160.14380, 0.81732,53533.18644,0
10837-3701,1101057016358,14.84,0.06,160.14366, 0.81733,53494.20963,0
10837-3701,1101057016358,14.83,0.06,160.14366, 0.81729,53494.21778,0
10837-3701,1101057016358,14.81,0.06,160.14371, 0.81728,53494.22584,0
10837-3701,1101057016358,14.85,0.06,160.14366, 0.81737,53494.23394,0
10837-3701,1101057016358,14.84,0.06,160.14374, 0.81730,53672.50051,0
10837-3701,1101057016358,14.82,0.06,160.14379, 0.81731,53672.50435,0
10837-3701,1101057016358,14.84,0.06,160.14373, 0.81734,53672.50818,0
10837-3701,1101057016358,14.82,0.06,160.14374, 0.81731,53672.51225,0
10837-3701,1101057016358,14.83,0.06,160.14370, 0.81734,53845.23661,0
10837-3701,1101057016358,14.84,0.06,160.14366, 0.81740,53845.24466,0
10837-3701,1101057016358,14.85,0.06,160.14366, 0.81737,53845.25272,0
10837-3701,1101057016358,14.83,0.06,160.14368, 0.81731,53845.26075,0
10837-3701,1101057016358,14.82,0.06,160.14368, 0.81734,54085.45616,0
10837-3701,1101057016358,14.80,0.06,160.14372, 0.81734,54085.46660,0
10837-3701,1101057016358,14.82,0.06,160.14369, 0.81732,54085.48132,0
10837-3701,1101057016358,14.80,0.06,160.14373, 0.81734,54085.49163,0
10837-3701,1101057016358,14.82,0.06,160.14367, 0.81734,53773.38704,0
10837-3701,1101057016358,14.80,0.06,160.14370, 0.81730,53773.39348,0
10837-3701,1101057016358,14.84,0.06,160.14370, 0.81731,53773.39995,0
10837-3701,1101057016358,14.80,0.06,160.14367, 0.81739,53773.40641,0
10837-3701,1101057016358,14.84,0.06,160.14377, 0.81730,53788.28807,0
10837-3701,1101057016358,14.84,0.06,160.14366, 0.81734,53788.29503,0
10837-3701,1101057016358,14.81,0.06,160.14370, 0.81738,53788.30205,0
10837-3701,1101057016358,14.83,0.06,160.14370, 0.81732,53788.30909,0
10837-3701,1101057016358,14.83,0.06,160.14372, 0.81728,53741.36013,0
10837-3701,1101057016358,14.83,0.06,160.14375, 0.81734,53741.36607,0
10837-3701,1101057016358,14.80,0.06,160.14374, 0.81737,53741.37200,0
10837-3701,1101057016358,14.83,0.06,160.14369, 0.81734,53741.37801,0
10837-3701,1101057016358,14.82,0.06,160.14369, 0.81733,53758.31796,0
10837-3701,1101057016358,14.83,0.06,160.14374, 0.81737,53758.32495,0
10837-3701,1101057016358,14.83,0.06,160.14370, 0.81732,53758.33191,0
10837-3701,1101057016358,14.83,0.06,160.14376, 0.81730,53758.33895,0
10837-3701,1101057016358,14.82,0.06,160.14369, 0.81733,53766.36926,0
10837-3701,1101057016358,14.85,0.06,160.14376, 0.81734,53766.37519,0
10837-3701,1101057016358,14.84,0.06,160.14370, 0.81731,53766.38109,0
10837-3701,1101057016358,14.84,0.06,160.14375, 0.81736,53766.38699,0
10837-3701,1101057016358,14.71,0.08,160.14374, 0.81728,53904.18952,0
10837-3701,1101057016358,14.73,0.08,160.14362, 0.81734,53904.19125,0
10837-3701,1101057016358,14.81,0.09,160.14374, 0.81721,53904.19298,0
10837-3701,1101057016358,14.72,0.08,160.14376, 0.81725,53904.19473,0
10837-3701,1101057016358,14.82,0.08,160.14372, 0.81732,53797.30893,0
