oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
748215300029094,152228428,2459276.7875232967,59276.284282400000,15.2026291,0.0106470631,0,zr,117.96618600000000,49.814321300000000,3.13499999,0.276,20210303284282,748,15,3,20.7600002,26.3022575,0.0220246892,0.0944343582,0.000007280658,30.0,1.10200000,1
748215300029094,152228521,2459276.7884607334,59276.285219900000,15.1796570,0.0106284767,0,zr,117.96623870000000,49.814325000000000,2.89800000,0.164,20210303285220,748,15,3,20.5900002,26.3002224,0.0237694122,0.0953793079,0.000008475457,30.0,1.10300004,3
748215300029094,152417636,2459278.6794740250,59278.176365700000,15.2049618,0.0106489956,0,zr,117.96622120000000,49.814340300000000,2.81500006,0.397,20210305176354,748,15,3,21.0499992,26.3136044,0.0223098751,0.0929707438,0.000007469264,30.0,1.04200006,3
748215300029094,152625857,2459280.7615351040,59280.258576400000,15.1242123,0.0105869249,0,zr,117.96620540000000,49.814337000000000,3.38199997,0.276,20210307258565,748,15,3,21.6800003,26.3225479,0.0202536061,0.0845927671,0.000006129124,30.0,1.07599998,3
748215300029094,152625951,2459280.7624725355,59280.259513900000,15.1793232,0.0106282141,0,zr,117.96619120000000,49.814317600000000,2.71600008,0.346,20210307259514,748,15,3,21.5799999,26.3167973,0.0206906497,0.0829088539,0.000006424688,30.0,1.07799995,1
748215300029094,152723292,2459281.7358156210,59281.232928200000,15.1108837,0.0105776107,0,zr,117.96621940000000,49.814348200000000,2.51999998,0.048,20210308232905,748,15,3,20.8299999,26.3131752,0.0229927469,0.0904320180,0.000007822272,30.0,1.04900002,3
748215300029094,153624793,2459290.7501331684,59290.247939800000,15.1321640,0.0105926031,0,zr,117.96624590000000,49.814361900000000,3.36100006,0.292,20210317247940,748,15,3,21.2600002,26.2979965,0.0218298156,0.0936154798,0.000007060077,30.0,1.10500002,1
748215300029094,153822363,2459292.7256683540,59292.223634300000,15.1193771,0.0105835162,0,zr,117.96621160000000,49.814337000000000,2.53099990,0.199,20210319223623,748,15,3,21.3600006,26.2859669,0.0220986884,0.0882026553,0.000007276736,30.0,1.07299995,1
748215300029094,154020577,2459294.7076475500,59294.205775500000,15.1610956,0.0106140533,0,zr,117.96624360000000,49.814372500000000,3.23300004,0.468,20210321205775,748,15,3,20.8099995,26.2625980,0.0220372099,0.0951208770,0.000007211751,30.0,1.05700004,1
748215300029094,154223855,2459296.7402570415,59296.238553200000,15.0963612,0.0105677554,0,zr,117.96616750000000,49.814372800000000,2.76900005,0.040,20210323238553,748,15,3,19.8099995,26.2757874,0.0343095921,0.0891893059,0.000017551198,30.0,1.12000000,1
748215300029094,154428793,2459298.7894721716,59298.287939800000,15.1010990,0.0105709378,32768,zr,117.96618680000000,49.814330100000000,1.94299996,0.195,20210325287940,748,15,3,18.9799995,25.7416115,0.0379782133,0.0983330533,0.000038268576,30.0,1.29999995,1
748215300029094,154728798,2459301.7892645460,59301.287986100000,15.1184731,0.0105828838,0,zr,117.96622110000000,49.814336000000000,2.25900006,0.305,20210328287975,748,15,3,20.0400009,26.2518482,0.0315051228,0.0956645980,0.000015125765,30.0,1.33899999,3
748215300029094,154819885,2459302.7000549827,59302.198854200000,15.0317459,0.0105274795,0,zr,117.96616110000000,49.814354000000000,4.93699980,0.362,20210329198854,748,15,3,20.6200008,26.3018608,0.0275044031,0.0912724435,0.000011942610,30.0,1.07700002,1
748215300029094,154819979,2459302.7009924040,59302.199791700000,15.0170469,0.0105191097,0,zr,117.96619410000000,49.814354200000000,5.09499979,0.280,20210329199792,748,15,3,20.6499996,26.3001175,0.0286296513,0.0917193443,0.000013156374,30.0,1.07799995,3
748215300029094,154924673,2459303.7478471580,59303.246736100000,15.0635538,0.0105465865,0,zr,117.96616600000000,49.814326000000000,2.66300011,0.241,20210330246736,748,15,3,20.6900005,26.2788658,0.0257142689,0.0940920189,0.000009917947,30.0,1.19400001,3
748215300029094,155016354,2459304.6645740555,59304.163541700000,15.0486765,0.0105374781,0,zr,117.96622410000000,49.814356300000000,2.37500000,0.174,20210331163530,748,15,3,20.9500008,26.2528191,0.0238335691,0.0967133269,0.000008469675,30.0,1.04400003,1
