oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
794115100006330,44936900,2458203.871002268,58203.369004600000,15.0284777,0.0118834544,0,zg,233.96834010000000,57.902650000000000,0.763999999,0.0340000018,20180326368993,794,15,1,20.9200001,26.2768021,0.0324197859,-0.0817573816,2.37184722E-05,30.0,1.19099998,2
794115100006330,44940511,2458203.907113495,58203.405115700000,15.0031643,0.0118768876,0,zg,233.96835020000000,57.902670100000000,0.695999980,0.0930000022,20180326405069,794,15,1,21.2299995,26.2885647,0.0278941914,-0.0549791902,1.57862414E-05,30.0,1.12000000,2
794115100006330,44941084,2458203.912842715,58203.410844900000,15.0041838,0.0118771372,0,zg,233.96836990000000,57.902660200000000,0.765999973,0.0659999996,20180326410833,794,15,1,21.3199997,26.2885380,0.0289846435,-0.0470764861,1.76364902E-05,30.0,1.11199999,1
794115100006330,45037777,2458204.879778480,58204.377777800000,15.0284290,0.0118834414,0,zg,233.96835900000000,57.902654300000000,0.217999995,-0.0060000001,20180327377766,794,15,1,20.4599991,26.3118763,0.0352429226,-0.0896130428,3.31002666E-05,30.0,1.16400003,2
794115100006330,45041677,2458204.918771596,58204.416770800000,15.0311785,0.0118842004,0,zg,233.96836070000000,57.902653000000000,0.301999986,0.0049999999,20180327416690,794,15,1,20.7099991,26.3198147,0.0364339761,-0.0805946440,3.12081247E-05,30.0,1.10099995,2
794115100006330,45041768,2458204.919685998,58204.417685200000,15.0108643,0.0118788071,0,zg,233.96837320000000,57.902656500000000,0.493999988,-0.0010000000,20180327417674,794,15,1,20.6399994,26.3154087,0.0332759432,-0.0779020712,2.79297983E-05,30.0,1.10000002,2
794115100006330,45046165,2458204.963656021,58204.461655100000,15.0340118,0.0118849892,0,zg,233.96837360000000,57.902634200000000,1.164999962,0.0099999998,20180327461644,794,15,1,20.8999996,26.3136406,0.0349948257,-0.0619847253,2.67096530E-05,30.0,1.07400000,2
794115100006330,45049880,2458205.000808915,58204.498807900000,14.9644976,0.0118682627,0,zg,233.96839110000000,57.902657300000000,0.945999980,-0.0000000000,20180327498762,794,15,1,20.6299992,26.2948875,0.0416176915,-0.0591789410,4.19752105E-05,30.0,1.08599997,2
794115100006330,45138483,2458205.886841136,58205.384838000000,15.0324631,0.0118845562,0,zg,233.96837370000000,57.902658700000000,0.384999990,0.0010000000,20180328384826,794,15,1,19.6599998,25.9954510,0.0413526185,-0.0664254203,7.57904272E-05,30.0,1.14499998,2
794115100006330,45141356,2458205.915568006,58205.413564800000,15.0234251,0.0118820844,0,zg,233.96835920000000,57.902652500000000,1.018000007,0.0049999999,20180328413519,794,15,1,19.5200005,25.9505444,0.0434144102,-0.0561990775,9.06342393E-05,30.0,1.10200000,2
794115100006330,45143726,2458205.939271760,58205.437268500000,15.0346336,0.0118851634,0,zg,233.96836770000000,57.902645300000000,1.315000057,0.0080000004,20180328437222,794,15,1,20.1100006,26.2577953,0.0393197536,-0.0594591349,4.71949788E-05,30.0,1.08200002,2
794115100006330,45145775,2458205.959757905,58205.457754600000,15.0504198,0.0118897520,0,zg,233.96835910000000,57.902650200000000,0.787999988,0.0320000015,20180328457743,794,15,1,20.6299992,26.2845669,0.0317416042,-0.0607617423,2.36367923E-05,30.0,1.07500005,2
794115100006330,45148144,2458205.983450152,58205.481446800000,15.0427723,0.0118874917,0,zg,233.96839280000000,57.902659000000000,0.681999981,0.0060000001,20180328481412,794,15,1,20.9200001,26.2809048,0.0343886167,-0.0664617419,2.59831431E-05,30.0,1.07799995,2
794115100006330,45150309,2458206.005093695,58205.503090300000,15.0297689,0.0118838092,0,zg,233.96838030000000,57.902661700000000,0.742999971,0.0439999998,20180328503067,794,15,1,21.3600006,26.2798443,0.0276133455,-0.0642554611,1.55222187E-05,30.0,1.09200001,2
794115100006330,45234739,2458206.849400755,58206.347395800000,15.0582190,0.0118921287,0,zg,233.96836380000000,57.902656300000000,0.721000016,0.0410000011,20180329347384,794,15,1,20.4300003,26.3120193,0.0346974060,-0.0730702505,3.20679355E-05,30.0,1.22800004,2
794115100006330,45235079,2458206.852803564,58206.350798600000,15.0491476,0.0118893711,0,zg,233.96832340000000,57.902645900000000,0.354000002,-0.0049999999,20180329350752,794,15,1,20.5400009,26.3159142,0.0364542082,-0.0721582845,3.38163918E-05,30.0,1.21800005,1
794115100006330,45236040,2458206.862410083,58206.360405100000,15.0704298,0.0118959956,0,zg,233.96834020000000,57.902641000000000,1.217000008,0.0529999994,20180329360359,794,15,1,20.6700001,26.3212605,0.0329020657,-0.0762133524,2.61468540E-05,30.0,1.19200003,2
794115100006330,45239084,2458206.892849942,58206.390844900000,15.0528755,0.0118904915,0,zg,233.96835520000000,57.902646100000000,0.395000011,0.0040000002,20180329390799,794,15,1,20.6200008,26.3347797,0.0346292220,-0.0719488189,2.90164062E-05,30.0,1.12899995,2
794115100006330,45240023,2458206.902236559,58206.400231500000,15.0505629,0.0118897948,0,zg,233.96835570000000,57.902651000000000,0.477999985,0.0379999988,20180329400197,794,15,1,20.6499996,26.3294067,0.0336622559,-0.0634889677,2.80746117E-05,30.0,1.11500001,2
794115100006330,45243487,2458206.936877819,58206.434872700000,15.0523272,0.0118903257,0,zg,233.96838170000000,57.902659100000000,0.619000018,0.0460000001,20180329434826,794,15,1,20.7299995,26.3332787,0.0379569456,-0.0746919811,3.48499088E-05,30.0,1.08099997,2
794115100006330,45243578,2458206.937792121,58206.435787000000,15.0575762,0.0118919304,0,zg,233.96838490000000,57.902653200000000,0.875000000,0.0939999968,20180329435776,794,15,1,20.7399998,26.3285427,0.0352876596,-0.0682612434,2.94270067E-05,30.0,1.08099997,1
794115100006330,45250291,2458207.004921922,58206.502916700000,15.0160770,0.0118801463,0,zg,233.96840910000000,57.902656100000000,0.778999984,0.0080000004,20180329502894,794,15,1,20.7299995,26.1938171,0.0351807289,-0.0375227891,3.02717071E-05,30.0,1.09399998,2
794115100006330,45332349,2458207.825501690,58207.323495400000,15.0678682,0.0118951695,0,zg,233.96836490000000,57.902647600000000,0.924000025,0.0659999996,20180330323484,794,15,1,20.2399998,26.2878819,0.0348451994,-0.0811225995,3.58106736E-05,30.0,1.29999995,2
794115100006330,45334556,2458207.847573426,58207.345567100000,15.0316725,0.0118843364,0,zg,233.96834890000000,57.902636100000000,0.550999999,0.0359999985,20180330345521,794,15,1,20.3299999,26.2766171,0.0381688327,-0.0746479481,4.15370705E-05,30.0,1.22500002,2
794115100006330,45339495,2458207.896960096,58207.394953700000,15.0363388,0.0118856449,0,zg,233.96835960000000,57.902649700000000,0.643999994,0.0430000015,20180330394919,794,15,1,20.5200005,26.3034878,0.0344790407,-0.0473441742,3.13709279E-05,30.0,1.11899996,2
794115100006330,45340107,2458207.903082803,58207.401076400000,15.0333014,0.0118847890,0,zg,233.96835200000000,57.902652600000000,0.728999972,0.0529999994,20180330401030,794,15,1,20.4799995,26.3013611,0.0352834761,-0.0408023596,3.39393300E-05,30.0,1.11000001,2
794115100006330,45343608,2458207.938094446,58207.436088000000,15.0445490,0.0118880123,0,zg,233.96836450000000,57.902651600000000,0.697000027,0.0520000011,20180330436042,794,15,1,20.4200001,26.3167496,0.0339848809,-0.0437496677,3.29357645E-05,30.0,1.07900000,2
794115100006330,45343799,2458207.940004146,58207.437997700000,15.0450201,0.0118881501,0,zg,233.96839060000000,57.902656600000000,0.958000004,0.0780000016,20180330437951,794,15,1,20.5200005,26.3032131,0.0368711576,-0.0421481207,3.57203280E-05,30.0,1.07799995,2
794115100006330,45438153,2458208.883546589,58208.381539400000,15.0490351,0.0118893385,0,zg,233.96835520000000,57.902657200000000,0.685999990,0.0740000010,20180331381505,794,15,1,19.1700001,25.7747822,0.0381939933,-0.0471050851,1.12623158E-04,30.0,1.13600004,2
794115100006330,45440185,2458208.903859105,58208.401851900000,15.0568132,0.0118916957,32768,zg,233.96835830000000,57.902661400000000,0.755999982,0.0960000008,20180331401806,794,15,1,18.7600002,25.5696106,0.0380681865,-0.0180423893,2.07029734E-04,30.0,1.10599995,2
794115100006330,45443653,2458208.938546628,58208.436539400000,15.0273485,0.0118831461,0,zg,233.96835650000000,57.902661200000000,0.957000017,0.0829999968,20180331436493,794,15,1,19.8500004,26.1991081,0.0369525924,-0.0283620972,5.19105051E-05,30.0,1.07799995,2
